callsign,icao24,actype,bada_model,fuel_kg,duration_s,distance_nm,mean_fl,n_segments
CCA856,780bf7,B77W,B773ERGE115B,918.52,480.0,59.3,330.0,8
MAINT,4ac9ed,A20N,A320-271N,0.0,240.0,0.0,0.0,0
