callsign,actype,bada_model,cdo_fuel_kg,orig_fuel_kg,fuel_saving_kg,fuel_saving_pct,duration_s,distance_nm
SAS2690,,B738W26,51.17,184.65,133.48,72.3,299,18.5
SAS1558,,B738W26,91.35,313.67,222.32,70.9,545,36.3
DLH5EE,,B738W26,91.59,499.36,407.76,81.7,557,41.1
BEL9FL,,B738W26,99.09,598.78,499.69,83.5,639,62.2
NSZ4354,,B738W26,100.77,571.47,470.7,82.4,642,60.3
RYR4772,,B738W26,90.46,603.14,512.68,85.0,607,64.1
RYR3EQ,,B738W26,80.61,505.44,424.83,84.1,570,67.3
DLH6VP,,B738W26,37.37,255.67,218.3,85.4,273,37.6
