callsign,icao24,actype,bada_model,time,lat,lon,baro_alt_m,true_track,velocity_ms,vertical_rate_ms,on_ground,cas_ms,mach,fuel_flow_kg_s,cum_fuel_kg
RYR4623,4d2262,B738,B738W26,1776891420,59.640558,19.599527,5692.1,261.7,265.42,-12.596,False,207.08,0.7447,0.1253,0.125
RYR4623,4d2262,B738,B738W26,1776891421,59.640216,19.594854,5679.5,261.8,265.42,-12.596,False,207.24,0.7447,0.12543,0.25
RYR4623,4d2262,B738,B738W26,1776891422,59.639873,19.590181,5666.9,261.8,265.42,-12.596,False,207.41,0.7447,0.12557,0.376
RYR4623,4d2262,B738,B738W26,1776891423,59.639531,19.585508,5654.4,261.8,265.42,-12.596,False,207.57,0.7447,0.1257,0.502
RYR4623,4d2262,B738,B738W26,1776891424,59.639189,19.580835,5641.8,261.8,265.42,-12.596,False,207.73,0.7447,0.12583,0.628
RYR4623,4d2262,B738,B738W26,1776891425,59.638847,19.576162,5629.2,261.8,265.42,-12.596,False,207.9,0.7447,0.12597,0.754
RYR4623,4d2262,B738,B738W26,1776891426,59.638504,19.571489,5616.6,261.8,265.42,-12.596,False,208.06,0.7447,0.1261,0.88
RYR4623,4d2262,B738,B738W26,1776891427,59.638162,19.566816,5604.0,261.8,265.42,-12.596,False,208.22,0.7447,0.12624,1.006
RYR4623,4d2262,B738,B738W26,1776891428,59.63782,19.562143,5591.4,261.8,265.42,-12.596,False,208.38,0.7447,0.12637,1.132
RYR4623,4d2262,B738,B738W26,1776891429,59.637478,19.55747,5578.8,261.8,265.42,-12.596,False,208.55,0.7447,0.12651,1.259
RYR4623,4d2262,B738,B738W26,1776891430,59.637135,19.552797,5566.2,261.8,265.42,-12.596,False,208.71,0.7447,0.12664,1.386
RYR4623,4d2262,B738,B738W26,1776891431,59.636793,19.548124,5553.6,261.8,265.42,-12.596,False,208.87,0.7447,0.12678,1.513
RYR4623,4d2262,B738,B738W26,1776891432,59.636451,19.54345,5541.0,261.8,265.42,-12.596,False,209.04,0.7447,0.12691,1.64
RYR4623,4d2262,B738,B738W26,1776891433,59.636109,19.538777,5528.4,261.8,265.42,-12.596,False,209.2,0.7447,0.12705,1.767
RYR4623,4d2262,B738,B738W26,1776891434,59.635767,19.534104,5515.8,261.8,265.42,-12.596,False,209.36,0.7447,0.12719,1.894
RYR4623,4d2262,B738,B738W26,1776891435,59.635424,19.529431,5503.2,261.8,265.42,-12.596,False,209.53,0.7447,0.12733,2.021
RYR4623,4d2262,B738,B738W26,1776891436,59.635082,19.524758,5490.6,261.8,265.42,-12.596,False,209.69,0.7447,0.12746,2.148
RYR4623,4d2262,B738,B738W26,1776891437,59.63474,19.520085,5478.0,261.8,265.42,-12.596,False,209.85,0.7447,0.1276,2.276
RYR4623,4d2262,B738,B738W26,1776891438,59.634398,19.515412,5465.4,261.8,265.42,-12.596,False,210.02,0.7447,0.12774,2.404
RYR4623,4d2262,B738,B738W26,1776891439,59.634055,19.510739,5452.8,261.8,265.42,-12.596,False,210.18,0.7447,0.12788,2.532
RYR4623,4d2262,B738,B738W26,1776891440,59.633713,19.506066,5440.2,261.8,265.42,-12.596,False,210.35,0.7447,0.12802,2.66
RYR4623,4d2262,B738,B738W26,1776891441,59.633371,19.501393,5427.6,261.8,265.42,-12.596,False,210.51,0.7447,0.12816,2.788
RYR4623,4d2262,B738,B738W26,1776891442,59.633029,19.49672,5415.0,261.8,265.42,-12.596,False,210.67,0.7447,0.1283,2.916
RYR4623,4d2262,B738,B738W26,1776891443,59.632686,19.492047,5402.4,261.8,265.42,-12.596,False,210.84,0.7447,0.12844,3.044
RYR4623,4d2262,B738,B738W26,1776891444,59.632344,19.487374,5389.8,261.8,265.42,-12.596,False,211.0,0.7447,0.12858,3.173
RYR4623,4d2262,B738,B738W26,1776891445,59.632002,19.482701,5377.2,261.8,265.42,-12.596,False,211.16,0.7447,0.12872,3.302
RYR4623,4d2262,B738,B738W26,1776891446,59.63166,19.478028,5364.6,261.8,265.42,-12.596,False,211.33,0.7447,0.12886,3.431
RYR4623,4d2262,B738,B738W26,1776891447,59.631318,19.473355,5352.1,261.8,265.42,-12.596,False,211.49,0.7447,0.12901,3.56
RYR4623,4d2262,B738,B738W26,1776891448,59.630975,19.468682,5339.5,261.8,265.42,-12.596,False,211.66,0.7447,0.12915,3.689
RYR4623,4d2262,B738,B738W26,1776891449,59.630633,19.464009,5326.9,261.8,265.42,-12.596,False,211.82,0.7447,0.12929,3.818
RYR4623,4d2262,B738,B738W26,1776891450,59.630291,19.459336,5314.3,261.8,265.42,-12.596,False,211.98,0.7447,0.12944,3.947
RYR4623,4d2262,B738,B738W26,1776891451,59.629949,19.454663,5301.7,261.8,265.42,-12.596,False,212.15,0.7447,0.12958,4.077
RYR4623,4d2262,B738,B738W26,1776891452,59.629606,19.449989,5289.1,261.8,265.42,-12.596,False,212.31,0.7447,0.12972,4.207
RYR4623,4d2262,B738,B738W26,1776891453,59.629264,19.445316,5276.5,261.8,265.42,-12.596,False,212.48,0.7447,0.12987,4.337
RYR4623,4d2262,B738,B738W26,1776891454,59.628922,19.440643,5263.9,261.8,265.42,-12.596,False,212.64,0.7447,0.13001,4.467
RYR4623,4d2262,B738,B738W26,1776891455,59.62858,19.43597,5251.3,261.8,265.42,-12.596,False,212.81,0.7447,0.13016,4.597
RYR4623,4d2262,B738,B738W26,1776891456,59.628237,19.431297,5238.7,261.8,265.42,-12.596,False,212.97,0.7447,0.1303,4.727
RYR4623,4d2262,B738,B738W26,1776891457,59.627895,19.426624,5226.1,261.8,265.42,-12.596,False,213.14,0.7447,0.13045,4.857
RYR4623,4d2262,B738,B738W26,1776891458,59.627553,19.421951,5213.5,261.8,265.42,-12.596,False,213.3,0.7447,0.1306,4.988
RYR4623,4d2262,B738,B738W26,1776891459,59.627208,19.417241,5200.9,261.8,267.53,-12.696,False,212.29,0.7447,0.12897,5.117
RYR4623,4d2262,B738,B738W26,1776891460,59.626861,19.412532,5188.2,261.7,267.53,-12.696,False,212.45,0.7447,0.12912,5.246
RYR4623,4d2262,B738,B738W26,1776891461,59.626512,19.407825,5175.5,261.7,267.52,-12.696,False,212.62,0.7447,0.12926,5.375
RYR4623,4d2262,B738,B738W26,1776891462,59.626163,19.403118,5162.8,261.7,267.52,-12.696,False,212.78,0.7447,0.1294,5.504
RYR4623,4d2262,B738,B738W26,1776891463,59.625814,19.398411,5150.1,261.7,267.52,-12.696,False,212.95,0.7447,0.12955,5.634
RYR4623,4d2262,B738,B738W26,1776891464,59.625465,19.393705,5137.4,261.7,267.52,-12.696,False,213.12,0.7447,0.12969,5.764
RYR4623,4d2262,B738,B738W26,1776891465,59.625116,19.388998,5124.7,261.7,267.52,-12.696,False,213.28,0.7447,0.12984,5.894
RYR4623,4d2262,B738,B738W26,1776891466,59.624767,19.384291,5112.0,261.7,267.52,-12.696,False,213.45,0.7447,0.12998,6.024
RYR4623,4d2262,B738,B738W26,1776891467,59.624419,19.379592,5099.3,261.7,267.05,-12.673,False,213.61,0.7447,0.13012,6.154
RYR4623,4d2262,B738,B738W26,1776891468,59.62407,19.374894,5086.7,261.7,267.05,-12.673,False,213.77,0.7447,0.13027,6.284
RYR4623,4d2262,B738,B738W26,1776891469,59.623722,19.37019,5074.0,261.7,267.36,-12.688,False,213.93,0.7447,0.1304,6.414
RYR4623,4d2262,B738,B738W26,1776891470,59.623373,19.365485,5061.3,261.7,267.36,-12.688,False,214.1,0.7447,0.13055,6.545
RYR4623,4d2262,B738,B738W26,1776891471,59.623024,19.360781,5048.6,261.7,267.36,-12.688,False,214.26,0.7447,0.1307,6.676
RYR4623,4d2262,B738,B738W26,1776891472,59.622675,19.356077,5035.9,261.7,267.36,-12.688,False,214.43,0.7447,0.13084,6.807
RYR4623,4d2262,B738,B738W26,1776891473,59.622326,19.351373,5023.2,261.7,267.36,-12.688,False,214.59,0.7447,0.13099,6.938
RYR4623,4d2262,B738,B738W26,1776891474,59.621977,19.346669,5010.5,261.7,267.36,-12.688,False,214.76,0.7447,0.13114,7.069
RYR4623,4d2262,B738,B738W26,1776891475,59.621629,19.341965,4997.9,261.7,267.36,-12.688,False,214.92,0.7447,0.13129,7.2
RYR4623,4d2262,B738,B738W26,1776891476,59.62128,19.337261,4985.2,261.7,267.36,-12.688,False,215.09,0.7447,0.13144,7.331
RYR4623,4d2262,B738,B738W26,1776891477,59.620931,19.332557,4972.5,261.7,267.36,-12.688,False,215.26,0.7447,0.13159,7.463
RYR4623,4d2262,B738,B738W26,1776891478,59.620582,19.327852,4959.8,261.7,267.36,-12.688,False,215.42,0.7447,0.13174,7.595
RYR4623,4d2262,B738,B738W26,1776891479,59.620233,19.323148,4947.1,261.7,267.36,-12.688,False,215.59,0.7447,0.13189,7.727
RYR4623,4d2262,B738,B738W26,1776891480,59.619885,19.318444,4934.4,261.7,267.36,-12.688,False,215.76,0.7447,0.13204,7.859
RYR4623,4d2262,B738,B738W26,1776891481,59.619536,19.31374,4921.7,261.7,267.36,-12.688,False,215.92,0.7447,0.13219,7.991
RYR4623,4d2262,B738,B738W26,1776891482,59.619187,19.309036,4909.0,261.7,267.36,-12.688,False,216.09,0.7447,0.13234,8.123
RYR4623,4d2262,B738,B738W26,1776891483,59.618838,19.304332,4896.4,261.7,267.36,-12.688,False,216.25,0.7447,0.1325,8.255
RYR4623,4d2262,B738,B738W26,1776891484,59.618489,19.299628,4883.7,261.7,267.36,-12.688,False,216.42,0.7447,0.13265,8.388
RYR4623,4d2262,B738,B738W26,1776891485,59.61814,19.294923,4871.0,261.7,267.36,-12.688,False,216.59,0.7447,0.1328,8.521
RYR4623,4d2262,B738,B738W26,1776891486,59.617792,19.290219,4858.3,261.7,267.36,-12.688,False,216.75,0.7447,0.13295,8.654
RYR4623,4d2262,B738,B738W26,1776891487,59.617443,19.285515,4845.6,261.7,267.36,-12.688,False,216.92,0.7447,0.13311,8.787
RYR4623,4d2262,B738,B738W26,1776891488,59.617094,19.280811,4832.9,261.7,267.36,-12.688,False,217.09,0.7447,0.13326,8.92
RYR4623,4d2262,B738,B738W26,1776891489,59.616745,19.276107,4820.2,261.7,267.36,-12.688,False,217.25,0.7447,0.13342,9.053
RYR4623,4d2262,B738,B738W26,1776891490,59.616396,19.271403,4807.5,261.7,267.36,-12.688,False,217.42,0.7447,0.13357,9.187
RYR4623,4d2262,B738,B738W26,1776891491,59.616047,19.266699,4794.9,261.7,267.36,-12.688,False,217.59,0.7447,0.13373,9.321
RYR4623,4d2262,B738,B738W26,1776891492,59.615699,19.261995,4782.2,261.7,267.36,-12.688,False,217.75,0.7447,0.13388,9.455
RYR4623,4d2262,B738,B738W26,1776891493,59.61535,19.25729,4769.5,261.7,267.36,-12.688,False,217.92,0.7447,0.13404,9.589
RYR4623,4d2262,B738,B738W26,1776891494,59.615001,19.252586,4756.8,261.7,267.36,-12.688,False,218.09,0.7447,0.1342,9.723
RYR4623,4d2262,B738,B738W26,1776891495,59.614652,19.247882,4744.1,261.7,267.36,-12.688,False,218.25,0.7447,0.13436,9.857
RYR4623,4d2262,B738,B738W26,1776891496,59.614303,19.243178,4731.4,261.7,267.36,-12.688,False,218.42,0.7447,0.13451,9.992
RYR4623,4d2262,B738,B738W26,1776891497,59.613954,19.238474,4718.7,261.7,267.36,-12.688,False,218.59,0.7447,0.13467,10.127
RYR4623,4d2262,B738,B738W26,1776891498,59.613606,19.23377,4706.0,261.7,267.36,-12.688,False,218.76,0.7447,0.13483,10.262
RYR4623,4d2262,B738,B738W26,1776891499,59.613257,19.229066,4693.3,261.7,267.36,-12.688,False,218.92,0.7447,0.13499,10.397
RYR4623,4d2262,B738,B738W26,1776891500,59.612896,19.224367,4680.7,261.4,267.36,-12.688,False,219.09,0.7447,0.13515,10.532
RYR4623,4d2262,B738,B738W26,1776891501,59.612533,19.219669,4668.0,261.3,267.36,-12.688,False,219.26,0.7447,0.13531,10.667
RYR4623,4d2262,B738,B738W26,1776891502,59.612171,19.214971,4655.3,261.3,267.35,-12.688,False,219.43,0.7447,0.13547,10.802
RYR4623,4d2262,B738,B738W26,1776891503,59.611808,19.210273,4642.6,261.3,267.35,-12.688,False,219.59,0.7447,0.13563,10.938
RYR4623,4d2262,B738,B738W26,1776891504,59.611445,19.205575,4629.9,261.3,267.35,-12.688,False,219.76,0.7447,0.13579,11.074
RYR4623,4d2262,B738,B738W26,1776891505,59.611082,19.200877,4617.2,261.3,267.35,-12.688,False,219.93,0.7447,0.13595,11.21
RYR4623,4d2262,B738,B738W26,1776891506,59.61072,19.196179,4604.5,261.3,267.35,-12.688,False,220.1,0.7447,0.13612,11.346
RYR4623,4d2262,B738,B738W26,1776891507,59.610357,19.191482,4591.8,261.3,267.35,-12.688,False,220.26,0.7447,0.13628,11.482
RYR4623,4d2262,B738,B738W26,1776891508,59.609994,19.186784,4579.2,261.3,267.35,-12.688,False,220.43,0.7447,0.13644,11.618
RYR4623,4d2262,B738,B738W26,1776891509,59.609631,19.182086,4566.5,261.3,267.35,-12.688,False,220.6,0.7447,0.1366,11.755
RYR4623,4d2262,B738,B738W26,1776891510,59.609269,19.177388,4553.8,261.3,267.35,-12.688,False,220.77,0.7447,0.13677,11.892
RYR4623,4d2262,B738,B738W26,1776891511,59.608906,19.17269,4541.1,261.3,267.35,-12.688,False,220.93,0.7447,0.13693,12.029
RYR4623,4d2262,B738,B738W26,1776891512,59.608542,19.167979,4528.4,261.3,268.1,-12.723,False,220.05,0.7447,0.13535,12.164
RYR4623,4d2262,B738,B738W26,1776891513,59.608178,19.163268,4515.7,261.3,268.1,-12.723,False,220.21,0.7447,0.13551,12.3
RYR4623,4d2262,B738,B738W26,1776891514,59.607814,19.158557,4503.0,261.3,268.1,-12.723,False,220.38,0.7447,0.13567,12.436
RYR4623,4d2262,B738,B738W26,1776891515,59.607451,19.153846,4490.2,261.3,268.1,-12.723,False,220.55,0.7447,0.13583,12.572
RYR4623,4d2262,B738,B738W26,1776891516,59.607087,19.149135,4477.5,261.3,268.1,-12.723,False,220.72,0.7447,0.13599,12.708
RYR4623,4d2262,B738,B738W26,1776891517,59.606723,19.144424,4464.8,261.3,268.1,-12.723,False,220.89,0.7447,0.13615,12.844
RYR4623,4d2262,B738,B738W26,1776891518,59.606359,19.139713,4452.1,261.3,268.1,-12.723,False,221.05,0.7447,0.13632,12.98
RYR4623,4d2262,B738,B738W26,1776891519,59.605996,19.135002,4439.3,261.3,268.1,-12.723,False,221.22,0.7447,0.13648,13.116
RYR4623,4d2262,B738,B738W26,1776891520,59.605632,19.130291,4426.6,261.3,268.1,-12.723,False,221.39,0.7447,0.13664,13.253
RYR4623,4d2262,B738,B738W26,1776891521,59.605268,19.125581,4413.9,261.3,268.1,-12.723,False,221.56,0.7447,0.13681,13.39
RYR4623,4d2262,B738,B738W26,1776891522,59.604904,19.12087,4401.2,261.3,268.1,-12.723,False,221.73,0.7447,0.13697,13.527
RYR4623,4d2262,B738,B738W26,1776891523,59.60454,19.116157,4388.5,261.3,268.21,-12.728,False,221.88,0.7447,0.13712,13.664
RYR4623,4d2262,B738,B738W26,1776891524,59.604176,19.111444,4375.7,261.3,268.21,-12.728,False,222.05,0.7447,0.13728,13.801
RYR4623,4d2262,B738,B738W26,1776891525,59.603812,19.106731,4363.0,261.3,268.21,-12.728,False,222.22,0.7447,0.13745,13.938
RYR4623,4d2262,B738,B738W26,1776891526,59.603448,19.102018,4350.3,261.3,268.21,-12.728,False,222.39,0.7447,0.13761,14.076
RYR4623,4d2262,B738,B738W26,1776891527,59.603085,19.097305,4337.5,261.3,268.21,-12.728,False,222.56,0.7447,0.13778,14.214
RYR4623,4d2262,B738,B738W26,1776891528,59.602721,19.092592,4324.8,261.3,268.21,-12.728,False,222.73,0.7447,0.13795,14.352
RYR4623,4d2262,B738,B738W26,1776891529,59.602357,19.087879,4312.1,261.3,268.21,-12.728,False,222.89,0.7447,0.13812,14.49
RYR4623,4d2262,B738,B738W26,1776891530,59.601993,19.083166,4299.4,261.3,268.21,-12.728,False,223.06,0.7447,0.13828,14.628
RYR4623,4d2262,B738,B738W26,1776891531,59.601629,19.078453,4286.6,261.3,268.21,-12.728,False,223.23,0.7447,0.13845,14.766
RYR4623,4d2262,B738,B738W26,1776891532,59.601265,19.07374,4273.9,261.3,268.21,-12.728,False,223.4,0.7447,0.13862,14.905
RYR4623,4d2262,B738,B738W26,1776891533,59.600901,19.069027,4261.2,261.3,268.21,-12.728,False,223.57,0.7447,0.13879,15.044
RYR4623,4d2262,B738,B738W26,1776891534,59.600537,19.064314,4248.4,261.3,268.21,-12.728,False,223.74,0.7447,0.13896,15.183
RYR4623,4d2262,B738,B738W26,1776891535,59.600173,19.059601,4235.7,261.3,268.21,-12.728,False,223.91,0.7447,0.13913,15.322
RYR4623,4d2262,B738,B738W26,1776891536,59.599809,19.054888,4223.0,261.3,268.21,-12.728,False,224.08,0.7447,0.1393,15.461
RYR4623,4d2262,B738,B738W26,1776891537,59.599445,19.050175,4210.3,261.3,268.21,-12.728,False,224.24,0.7447,0.13947,15.6
RYR4623,4d2262,B738,B738W26,1776891538,59.599083,19.045462,4197.5,261.4,268.21,-12.728,False,224.41,0.7447,0.13964,15.74
RYR4623,4d2262,B738,B738W26,1776891539,59.598724,19.040749,4184.8,261.4,268.21,-12.728,False,224.58,0.7447,0.13982,15.88
RYR4623,4d2262,B738,B738W26,1776891540,59.598365,19.036037,4172.1,261.4,268.21,-12.728,False,224.75,0.7447,0.13999,16.02
RYR4623,4d2262,B738,B738W26,1776891541,59.598006,19.031324,4159.3,261.4,268.21,-12.728,False,224.92,0.7447,0.14016,16.16
RYR4623,4d2262,B738,B738W26,1776891542,59.597648,19.026611,4146.6,261.4,268.21,-12.728,False,225.09,0.7447,0.14034,16.3
RYR4623,4d2262,B738,B738W26,1776891543,59.597289,19.021899,4133.9,261.4,268.21,-12.728,False,225.26,0.7447,0.14051,16.441
RYR4623,4d2262,B738,B738W26,1776891544,59.59693,19.017186,4121.2,261.4,268.21,-12.728,False,225.43,0.7447,0.14069,16.582
RYR4623,4d2262,B738,B738W26,1776891545,59.596571,19.012474,4108.4,261.4,268.21,-12.728,False,225.6,0.7447,0.14086,16.723
RYR4623,4d2262,B738,B738W26,1776891546,59.596212,19.007761,4095.7,261.4,268.21,-12.728,False,225.77,0.7447,0.14104,16.864
RYR4623,4d2262,B738,B738W26,1776891547,59.595853,19.003048,4083.0,261.4,268.21,-12.728,False,225.94,0.7447,0.14121,17.005
RYR4623,4d2262,B738,B738W26,1776891548,59.595495,18.998336,4070.2,261.4,268.21,-12.728,False,226.11,0.7447,0.14139,17.146
RYR4623,4d2262,B738,B738W26,1776891549,59.595136,18.993623,4057.5,261.4,268.21,-12.728,False,226.28,0.7447,0.14157,17.288
RYR4623,4d2262,B738,B738W26,1776891550,59.594777,18.988911,4044.8,261.4,268.21,-12.728,False,226.45,0.7447,0.14174,17.43
RYR4623,4d2262,B738,B738W26,1776891551,59.594418,18.984198,4032.1,261.4,268.21,-12.728,False,226.62,0.7447,0.14192,17.572
RYR4623,4d2262,B738,B738W26,1776891552,59.594059,18.979485,4019.3,261.4,268.21,-12.728,False,226.79,0.7447,0.1421,17.714
RYR4623,4d2262,B738,B738W26,1776891553,59.5937,18.974773,4006.6,261.4,268.21,-12.728,False,226.96,0.7447,0.14228,17.856
RYR4623,4d2262,B738,B738W26,1776891554,59.593342,18.97006,3993.9,261.4,268.21,-12.728,False,227.13,0.7447,0.14246,17.998
RYR4623,4d2262,B738,B738W26,1776891555,59.592983,18.965348,3981.1,261.4,268.21,-12.728,False,227.3,0.7447,0.14264,18.141
RYR4623,4d2262,B738,B738W26,1776891556,59.592624,18.960635,3968.4,261.4,268.21,-12.728,False,227.47,0.7447,0.14282,18.284
RYR4623,4d2262,B738,B738W26,1776891557,59.592265,18.955922,3955.7,261.4,268.21,-12.728,False,227.64,0.7447,0.143,18.427
RYR4623,4d2262,B738,B738W26,1776891558,59.591906,18.95121,3943.0,261.4,268.21,-12.728,False,227.81,0.7447,0.14318,18.57
RYR4623,4d2262,B738,B738W26,1776891559,59.591547,18.946497,3930.2,261.4,268.21,-12.728,False,227.98,0.7447,0.14336,18.713
RYR4623,4d2262,B738,B738W26,1776891560,59.591189,18.941785,3917.5,261.4,268.21,-12.728,False,228.15,0.7447,0.14355,18.857
