callsign,icao24,actype,bada_model,time,lat,lon,baro_alt_m,true_track,velocity_ms,vertical_rate_ms,on_ground,cas_ms,mach,fuel_flow_kg_s,cum_fuel_kg
NSZ6FY,4aca15,B738,B738W26,1776186013,59.748832,17.995331,557.6,189.1,98.48,-4.324,False,91.53,0.2534,0.17283,2.245
NSZ6FY,4aca15,B738,B738W26,1776186014,59.74796,17.995012,553.3,190.5,98.61,-4.33,False,91.53,0.2533,0.17287,2.418
NSZ6FY,4aca15,B738,B738W26,1776186015,59.74709,17.994695,549.0,190.4,98.37,-4.319,False,91.53,0.2532,0.17291,2.591
NSZ6FY,4aca15,B738,B738W26,1776186016,59.746219,17.994382,544.7,190.3,98.36,-4.319,False,91.53,0.2532,0.17294,2.764
NSZ6FY,4aca15,B738,B738W26,1776186017,59.745352,17.994037,540.4,191.4,98.35,-4.318,False,91.53,0.2531,0.17298,2.937
NSZ6FY,4aca15,B738,B738W26,1776186018,59.744484,17.993718,536.0,190.5,98.15,-4.31,False,91.53,0.253,0.17302,3.11
NSZ6FY,4aca15,B738,B738W26,1776186019,59.743614,17.993411,531.7,190.1,98.27,-4.315,False,91.53,0.253,0.17306,3.283
NSZ6FY,4aca15,B738,B738W26,1776186020,59.742744,17.993101,527.4,190.2,98.31,-4.317,False,91.53,0.2529,0.1731,3.456
NSZ6FY,4aca15,B738,B738W26,1776186021,59.741877,17.992762,523.1,191.1,98.27,-4.315,False,91.53,0.2529,0.17314,3.629
NSZ6FY,4aca15,B738,B738W26,1776186022,59.741012,17.99242,518.8,191.3,98.1,-4.308,False,91.53,0.2528,0.17317,3.802
NSZ6FY,4aca15,B738,B738W26,1776186023,59.740144,17.992112,514.5,190.1,98.05,-4.305,False,91.53,0.2527,0.17321,3.975
NSZ6FY,4aca15,B738,B738W26,1776186024,59.739274,17.991805,510.2,190.1,98.22,-4.313,False,91.53,0.2527,0.17325,4.148
NSZ6FY,4aca15,B738,B738W26,1776186025,59.738407,17.991473,505.9,190.9,98.19,-4.312,False,91.53,0.2526,0.17329,4.321
NSZ6FY,4aca15,B738,B738W26,1776186026,59.737544,17.991116,501.5,191.8,98.04,-4.305,False,91.53,0.2525,0.17333,4.494
NSZ6FY,4aca15,B738,B738W26,1776186027,59.736677,17.990816,497.2,189.9,97.87,-4.297,False,91.53,0.2525,0.17336,4.667
NSZ6FY,4aca15,B738,B738W26,1776186028,59.735812,17.990473,492.9,191.3,98.16,-4.31,False,91.53,0.2524,0.1734,4.84
NSZ6FY,4aca15,B738,B738W26,1776186029,59.734944,17.99018,488.6,189.6,97.91,-4.299,False,91.53,0.2523,0.17344,5.013
NSZ6FY,4aca15,B738,B738W26,1776186030,59.73408,17.98983,484.3,191.5,98.16,-4.31,False,91.53,0.2523,0.17348,5.186
NSZ6FY,4aca15,B738,B738W26,1776186031,59.733213,17.989532,480.0,189.9,97.83,-4.296,False,91.53,0.2522,0.17351,5.36
NSZ6FY,4aca15,B738,B738W26,1776186032,59.732344,17.989227,475.7,190.0,98.06,-4.306,False,91.53,0.2521,0.17355,5.534
NSZ6FY,4aca15,B738,B738W26,1776186033,59.731477,17.988912,471.4,190.4,98.02,-4.304,False,91.53,0.2521,0.17359,5.708
NSZ6FY,4aca15,B738,B738W26,1776186034,59.730608,17.988629,467.1,189.3,97.94,-4.3,False,91.53,0.252,0.17363,5.882
NSZ6FY,4aca15,B738,B738W26,1776186035,59.729739,17.988331,462.8,189.8,98.09,-4.307,False,91.53,0.252,0.17367,6.056
NSZ6FY,4aca15,B738,B738W26,1776186036,59.728873,17.988003,458.5,190.8,97.99,-4.302,False,91.53,0.2519,0.1737,6.23
NSZ6FY,4aca15,B738,B738W26,1776186037,59.72801,17.987669,454.2,191.0,97.8,-4.294,False,91.53,0.2518,0.17374,6.404
NSZ6FY,4aca15,B738,B738W26,1776186038,59.727147,17.987336,449.9,191.0,97.75,-4.292,False,91.53,0.2518,0.17378,6.578
NSZ6FY,4aca15,B738,B738W26,1776186039,59.726282,17.987038,445.6,189.9,97.72,-4.291,False,91.53,0.2517,0.17382,6.752
NSZ6FY,4aca15,B738,B738W26,1776186040,59.725415,17.986738,441.3,189.9,97.88,-4.298,False,91.53,0.2516,0.17385,6.926
NSZ6FY,4aca15,B738,B738W26,1776186041,59.724548,17.986434,437.0,190.0,97.85,-4.297,False,91.53,0.2516,0.17389,7.1
NSZ6FY,4aca15,B738,B738W26,1776186042,59.723682,17.986128,432.7,190.1,97.81,-4.295,False,91.53,0.2515,0.17393,7.274
NSZ6FY,4aca15,B738,B738W26,1776186043,59.722827,17.985768,428.4,192.0,97.27,-4.271,False,91.53,0.2518,0.17354,7.448
NSZ6FY,4aca15,B738,B738W26,1776186044,59.72197,17.985445,424.2,190.8,96.93,-4.256,False,91.53,0.2517,0.17358,7.622
NSZ6FY,4aca15,B738,B738W26,1776186045,59.721112,17.98513,419.9,190.5,97.11,-4.264,False,91.53,0.2517,0.17362,7.796
NSZ6FY,4aca15,B738,B738W26,1776186046,59.720257,17.984772,415.6,191.9,97.13,-4.265,False,91.53,0.2516,0.17365,7.97
NSZ6FY,4aca15,B738,B738W26,1776186047,59.719401,17.984451,411.4,190.7,96.88,-4.254,False,91.53,0.2516,0.17369,8.144
NSZ6FY,4aca15,B738,B738W26,1776186048,59.718541,17.984153,407.1,189.9,97.05,-4.261,False,91.53,0.2515,0.17373,8.318
NSZ6FY,4aca15,B738,B738W26,1776186049,59.717689,17.983775,402.9,192.6,97.16,-4.266,False,91.53,0.2514,0.17376,8.492
NSZ6FY,4aca15,B738,B738W26,1776186050,59.716834,17.983466,398.6,190.3,96.69,-4.246,False,91.53,0.2514,0.1738,8.666
NSZ6FY,4aca15,B738,B738W26,1776186051,59.715973,17.983183,394.4,189.4,97.05,-4.261,False,91.53,0.2513,0.17384,8.84
NSZ6FY,4aca15,B738,B738W26,1776186052,59.715111,17.982901,390.1,189.4,97.17,-4.267,False,91.53,0.2512,0.17387,9.014
NSZ6FY,4aca15,B738,B738W26,1776186053,59.71426,17.982512,385.8,193.0,97.15,-4.266,False,91.53,0.2512,0.17391,9.188
NSZ6FY,4aca15,B738,B738W26,1776186054,59.713402,17.982255,381.6,188.6,96.53,-4.239,False,91.53,0.2511,0.17395,9.362
NSZ6FY,4aca15,B738,B738W26,1776186055,59.712544,17.98192,377.3,191.1,97.24,-4.269,False,91.53,0.251,0.17399,9.536
NSZ6FY,4aca15,B738,B738W26,1776186056,59.711689,17.981595,373.1,190.8,96.8,-4.25,False,91.53,0.251,0.17402,9.71
NSZ6FY,4aca15,B738,B738W26,1776186057,59.710831,17.981299,368.8,189.9,96.83,-4.252,False,91.53,0.2509,0.17406,9.884
NSZ6FY,4aca15,B738,B738W26,1776186058,59.709975,17.980974,364.6,190.8,96.95,-4.257,False,91.53,0.2509,0.1741,10.058
NSZ6FY,4aca15,B738,B738W26,1776186059,59.709118,17.980672,360.3,190.1,96.78,-4.25,False,91.53,0.2508,0.17413,10.232
NSZ6FY,4aca15,B738,B738W26,1776186060,59.708261,17.98036,356.0,190.4,96.88,-4.254,False,91.53,0.2507,0.17417,10.406
NSZ6FY,4aca15,B738,B738W26,1776186061,59.707403,17.98007,351.8,189.7,96.8,-4.251,False,91.53,0.2507,0.1742,10.58
NSZ6FY,4aca15,B738,B738W26,1776186062,59.706549,17.979726,347.5,191.5,96.9,-4.255,False,91.53,0.2506,0.17424,10.754
NSZ6FY,4aca15,B738,B738W26,1776186063,59.705695,17.97942,343.3,190.2,96.58,-4.24,False,91.53,0.2505,0.17428,10.928
NSZ6FY,4aca15,B738,B738W26,1776186064,59.704836,17.979148,339.0,189.1,96.77,-4.249,False,91.53,0.2505,0.17431,11.102
NSZ6FY,4aca15,B738,B738W26,1776186065,59.703979,17.978825,334.8,190.8,96.93,-4.256,False,91.53,0.2504,0.17435,11.276
NSZ6FY,4aca15,B738,B738W26,1776186066,59.703129,17.978476,330.5,191.7,96.62,-4.243,False,91.53,0.2504,0.17439,11.45
NSZ6FY,4aca15,B738,B738W26,1776186067,59.702275,17.978212,326.3,188.8,96.45,-4.235,False,91.53,0.2503,0.17442,11.624
NSZ6FY,4aca15,B738,B738W26,1776186068,59.701421,17.977863,322.1,191.6,96.91,-4.255,False,91.53,0.2502,0.17446,11.798
NSZ6FY,4aca15,B738,B738W26,1776186069,59.700568,17.977554,317.8,190.4,96.42,-4.234,False,91.53,0.2502,0.17449,11.972
NSZ6FY,4aca15,B738,B738W26,1776186070,59.699713,17.977259,313.6,189.9,96.6,-4.241,False,91.53,0.2501,0.17453,12.147
NSZ6FY,4aca15,B738,B738W26,1776186071,59.69886,17.976925,309.3,191.2,96.66,-4.244,False,91.53,0.2501,0.17457,12.322
NSZ6FY,4aca15,B738,B738W26,1776186072,59.698007,17.976612,305.1,190.5,96.42,-4.234,False,91.53,0.25,0.1746,12.497
NSZ6FY,4aca15,B738,B738W26,1776186073,59.697155,17.976348,300.9,188.9,96.0,-4.215,False,91.01,0.2485,0.17459,12.672
NSZ6FY,4aca15,B738,B738W26,1776186074,59.696304,17.976031,296.6,190.7,96.24,-4.226,False,91.01,0.2485,0.17463,12.847
NSZ6FY,4aca15,B738,B738W26,1776186075,59.695458,17.975697,292.4,191.2,95.92,-4.212,False,91.01,0.2484,0.17467,13.022
NSZ6FY,4aca15,B738,B738W26,1776186076,59.694608,17.975422,288.2,189.3,95.81,-4.207,False,91.01,0.2483,0.1747,13.197
NSZ6FY,4aca15,B738,B738W26,1776186077,59.693763,17.975069,284.0,191.9,96.1,-4.22,False,91.01,0.2483,0.17474,13.372
NSZ6FY,4aca15,B738,B738W26,1776186078,59.692913,17.974797,279.8,189.2,95.65,-4.2,False,91.01,0.2482,0.17477,13.547
NSZ6FY,4aca15,B738,B738W26,1776186079,59.692061,17.974517,275.6,189.4,96.08,-4.219,False,91.01,0.2482,0.17481,13.722
NSZ6FY,4aca15,B738,B738W26,1776186080,59.691211,17.974223,271.4,189.9,96.02,-4.216,False,91.01,0.2481,0.17484,13.897
NSZ6FY,4aca15,B738,B738W26,1776186081,59.690364,17.973899,267.1,190.9,95.92,-4.212,False,91.01,0.248,0.17488,14.072
NSZ6FY,4aca15,B738,B738W26,1776186082,59.689512,17.97365,262.9,188.4,95.73,-4.203,False,91.01,0.248,0.17491,14.247
NSZ6FY,4aca15,B738,B738W26,1776186083,59.688658,17.973394,258.7,188.6,96.12,-4.22,False,91.01,0.2479,0.17495,14.422
NSZ6FY,4aca15,B738,B738W26,1776186084,59.687806,17.973109,254.5,189.6,96.06,-4.218,False,91.01,0.2478,0.17498,14.597
NSZ6FY,4aca15,B738,B738W26,1776186085,59.686957,17.972822,250.3,189.7,95.88,-4.21,False,91.01,0.2478,0.17502,14.772
NSZ6FY,4aca15,B738,B738W26,1776186086,59.686111,17.972497,246.1,191.0,95.84,-4.208,False,91.01,0.2477,0.17505,14.947
NSZ6FY,4aca15,B738,B738W26,1776186087,59.685264,17.972209,241.9,189.8,95.6,-4.198,False,91.01,0.2477,0.17509,15.122
NSZ6FY,4aca15,B738,B738W26,1776186088,59.684414,17.971931,237.7,189.4,95.78,-4.205,False,91.01,0.2476,0.17512,15.297
NSZ6FY,4aca15,B738,B738W26,1776186089,59.683567,17.971635,233.5,190.0,95.82,-4.207,False,91.01,0.2475,0.17516,15.472
NSZ6FY,4aca15,B738,B738W26,1776186090,59.682719,17.971342,229.3,189.9,95.7,-4.202,False,91.01,0.2475,0.17519,15.647
NSZ6FY,4aca15,B738,B738W26,1776186091,59.68187,17.971072,225.1,189.1,95.69,-4.202,False,91.01,0.2474,0.17523,15.822
NSZ6FY,4aca15,B738,B738W26,1776186092,59.681027,17.97072,220.9,191.9,95.8,-4.206,False,91.01,0.2474,0.17526,15.997
NSZ6FY,4aca15,B738,B738W26,1776186093,59.680183,17.970428,216.7,189.9,95.32,-4.185,False,91.01,0.2473,0.1753,16.172
NSZ6FY,4aca15,B738,B738W26,1776186094,59.679353,17.970159,212.5,189.3,93.59,-4.109,False,91.01,0.2473,0.17525,16.347
NSZ6FY,4aca15,B738,B738W26,1776186095,59.678525,17.969844,208.4,190.9,93.65,-4.112,False,91.01,0.2473,0.17528,16.522
NSZ6FY,4aca15,B738,B738W26,1776186096,59.677702,17.969512,204.2,191.5,93.39,-4.101,False,91.01,0.2472,0.17532,16.697
NSZ6FY,4aca15,B738,B738W26,1776186097,59.676878,17.9692,200.1,190.8,93.28,-4.096,False,91.01,0.2471,0.17535,16.872
NSZ6FY,4aca15,B738,B738W26,1776186098,59.676054,17.968888,196.0,190.8,93.36,-4.1,False,91.01,0.2471,0.17539,17.047
NSZ6FY,4aca15,B738,B738W26,1776186099,59.675235,17.968525,191.9,192.6,93.34,-4.099,False,91.01,0.247,0.17542,17.222
NSZ6FY,4aca15,B738,B738W26,1776186100,59.674408,17.968268,187.9,188.9,93.05,-4.086,False,91.01,0.247,0.17545,17.397
NSZ6FY,4aca15,B738,B738W26,1776186101,59.673583,17.967948,183.8,191.1,93.58,-4.109,False,91.01,0.2469,0.17549,17.572
NSZ6FY,4aca15,B738,B738W26,1776186102,59.672758,17.967651,179.7,190.3,93.23,-4.094,False,91.01,0.2468,0.17552,17.748
NSZ6FY,4aca15,B738,B738W26,1776186103,59.671936,17.967322,175.6,191.4,93.33,-4.098,False,91.01,0.2468,0.17555,17.924
NSZ6FY,4aca15,B738,B738W26,1776186104,59.671114,17.966996,171.5,191.3,93.14,-4.09,False,91.01,0.2467,0.17559,18.1
NSZ6FY,4aca15,B738,B738W26,1776186105,59.670292,17.966682,167.4,190.9,93.14,-4.09,False,91.01,0.2467,0.17562,18.276
NSZ6FY,4aca15,B738,B738W26,1776186106,59.669471,17.96635,163.3,191.5,93.18,-4.091,False,91.01,0.2466,0.17565,18.452
NSZ6FY,4aca15,B738,B738W26,1776186107,59.668645,17.96608,159.2,189.4,93.06,-4.086,False,91.01,0.2465,0.17569,18.628
NSZ6FY,4aca15,B738,B738W26,1776186108,59.66782,17.965773,155.1,190.7,93.36,-4.099,False,91.01,0.2465,0.17572,18.804
NSZ6FY,4aca15,B738,B738W26,1776186109,59.666995,17.965492,151.0,189.7,93.14,-4.09,False,91.01,0.2464,0.17575,18.98
NSZ6FY,4aca15,B738,B738W26,1776186110,59.666172,17.965171,146.9,191.1,93.27,-4.095,False,91.01,0.2464,0.17579,19.156
NSZ6FY,4aca15,B738,B738W26,1776186111,59.665348,17.964884,142.8,190.0,93.04,-4.085,False,91.01,0.2463,0.17582,19.332
NSZ6FY,4aca15,B738,B738W26,1776186112,59.664528,17.964547,138.7,191.7,93.18,-4.091,False,91.01,0.2462,0.17585,19.508
NSZ6FY,4aca15,B738,B738W26,1776186113,59.663707,17.964238,134.6,190.8,92.91,-4.079,False,91.01,0.2462,0.17589,19.684
NSZ6FY,4aca15,B738,B738W26,1776186114,59.66288,17.963982,130.6,188.9,93.02,-4.084,False,91.01,0.2461,0.17592,19.86
NSZ6FY,4aca15,B738,B738W26,1776186115,59.662052,17.963716,126.5,189.2,93.28,-4.096,False,91.01,0.2461,0.17595,20.036
NSZ6FY,4aca15,B738,B738W26,1776186116,59.661232,17.963381,122.4,191.6,93.21,-4.093,False,91.01,0.246,0.17598,20.212
NSZ6FY,4aca15,B738,B738W26,1776186117,59.660408,17.963117,118.3,189.2,92.83,-4.076,False,91.01,0.246,0.17602,20.388
NSZ6FY,4aca15,B738,B738W26,1776186118,59.659584,17.962818,114.2,190.4,93.17,-4.091,False,91.01,0.2459,0.17605,20.564
NSZ6FY,4aca15,B738,B738W26,1776186119,59.658767,17.962472,110.1,192.1,92.97,-4.082,False,91.01,0.2458,0.17608,20.74
NSZ6FY,4aca15,B738,B738W26,1776186120,59.657944,17.962203,106.0,189.4,92.69,-4.07,False,91.01,0.2458,0.17611,20.916
NSZ6FY,4aca15,B738,B738W26,1776186121,59.657116,17.961963,102.0,188.3,93.08,-4.087,False,91.01,0.2457,0.17615,21.092
NSZ6FY,4aca15,B738,B738W26,1776186122,59.656293,17.96165,97.9,190.9,93.22,-4.093,False,91.01,0.2457,0.17618,21.268
NSZ6FY,4aca15,B738,B738W26,1776186123,59.655473,17.961345,93.8,190.7,92.81,-4.075,False,91.01,0.2456,0.17621,21.444
NSZ6FY,4aca15,B738,B738W26,1776186124,59.654652,17.961048,89.7,190.4,92.82,-4.076,False,91.01,0.2455,0.17624,21.62
NSZ6FY,4aca15,B738,B738W26,1776186125,59.65383,17.960753,85.6,190.3,92.84,-4.077,False,91.01,0.2455,0.17628,21.796
NSZ6FY,4aca15,B738,B738W26,1776186126,59.653003,17.960536,81.6,187.5,92.84,-4.076,False,91.01,0.2454,0.17631,21.972
NSZ6FY,4aca15,B738,B738W26,1776186127,59.652179,17.960222,77.5,190.9,93.23,-4.093,False,91.01,0.2454,0.17634,22.148
NSZ6FY,4aca15,B738,B738W26,1776186128,59.651357,17.959952,73.4,189.4,92.7,-4.07,False,91.01,0.2453,0.17637,22.324
NSZ6FY,4aca15,B738,B738W26,1776186129,59.650539,17.959618,69.3,191.6,92.9,-4.079,False,91.01,0.2453,0.17641,22.5
NSZ6FY,4aca15,B738,B738W26,1776186130,59.649724,17.959291,65.2,191.5,92.55,-4.064,False,91.01,0.2452,0.17644,22.676
NSZ6FY,4aca15,B738,B738W26,1776186131,59.648905,17.958996,61.2,190.3,92.55,-4.064,False,91.01,0.2451,0.17647,22.852
NSZ6FY,4aca15,B738,B738W26,1776186132,59.648086,17.958688,57.1,190.8,92.71,-4.071,False,91.01,0.2451,0.1765,23.029
NSZ6FY,4aca15,B738,B738W26,1776186133,59.647271,17.958347,53.0,192.0,92.61,-4.066,False,91.01,0.245,0.17653,23.206
NSZ6FY,4aca15,B738,B738W26,1776186134,59.646454,17.958045,49.0,190.6,92.41,-4.058,False,91.01,0.245,0.17657,23.383
NSZ6FY,4aca15,B738,B738W26,1776186135,59.645635,17.957746,44.9,190.5,92.6,-4.066,False,91.01,0.2449,0.1766,23.56
NSZ6FY,4aca15,B738,B738W26,1776186136,59.644816,17.957452,40.9,190.3,92.59,-4.066,False,91.01,0.2448,0.17663,23.737
NSZ6FY,4aca15,B738,B738W26,1776186137,59.643995,17.957174,36.8,189.7,92.6,-4.066,False,91.01,0.2448,0.17666,23.914
NSZ6FY,4aca15,B738,B738W26,1776186138,59.643174,17.956896,32.7,189.7,92.67,-4.069,False,91.01,0.2447,0.17669,24.091
NSZ6FY,4aca15,B738,B738W26,1776186139,59.642352,17.956627,28.7,189.4,92.65,-4.068,False,91.01,0.2447,0.17673,24.268
NSZ6FY,4aca15,B738,B738W26,1776186140,59.641534,17.95631,24.6,191.1,92.67,-4.069,False,91.01,0.2446,0.17676,24.445
NSZ6FY,4aca15,B738,B738W26,1776186141,59.640721,17.95598,20.5,191.6,92.4,-4.057,False,91.01,0.2446,0.17679,24.622
NSZ6FY,4aca15,B738,B738W26,1776186142,59.639903,17.955705,16.5,189.7,92.3,-4.053,False,91.01,0.2445,0.17682,24.799
NSZ6FY,4aca15,B738,B738W26,1776186143,59.639088,17.95537,12.4,191.8,92.56,-4.064,False,91.01,0.2444,0.17685,24.976
NSZ6FY,4aca15,B738,B738W26,1776186144,59.63827,17.955096,8.3,189.6,92.23,-4.05,False,91.01,0.2444,0.17688,25.153
NSZ6FY,4aca15,B738,B738W26,1776186145,59.637453,17.954788,4.3,190.8,92.53,-4.063,False,91.01,0.2443,0.17691,25.33
NSZ6FY,4aca15,B738,B738W26,1776186146,59.637405,17.954773,0.2,189.1,92.33,-5.923,False,91.01,0.2443,0.17695,25.507
SAS096,4ab561,AT76,ATR72-600,1776186001,59.686386,17.972358,144.8,189.0,61.94,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186002,59.685836,17.972182,144.8,189.2,61.94,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186003,59.685286,17.972006,144.8,189.2,61.91,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186004,59.684736,17.971832,144.8,189.1,61.91,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186005,59.684188,17.971637,144.8,190.2,61.92,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186006,59.683642,17.971438,144.8,190.4,61.76,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186007,59.683094,17.971261,144.8,189.3,61.73,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186008,59.682545,17.971079,144.8,189.5,61.89,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186009,59.681999,17.970871,144.8,190.9,61.86,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186010,59.681453,17.970676,144.8,190.2,61.65,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186011,59.680908,17.970472,144.8,190.7,61.76,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186012,59.680362,17.970273,144.8,190.4,61.68,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186013,59.679815,17.970085,144.8,189.9,61.73,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186014,59.679266,17.969914,144.8,188.9,61.8,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186015,59.678717,17.969734,144.8,189.4,61.95,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186016,59.678171,17.969515,144.8,191.4,61.88,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186017,59.677631,17.969276,144.8,192.6,61.58,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186018,59.677087,17.969095,144.8,189.5,61.4,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186019,59.676538,17.968916,144.8,189.4,61.86,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186020,59.675997,17.968655,144.8,193.7,61.88,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186021,59.675455,17.968468,144.8,189.9,61.23,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186022,59.674908,17.968283,144.8,189.7,61.8,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186023,59.674362,17.968072,144.8,191.0,61.83,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186024,59.67382,17.96784,144.8,192.2,61.64,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186025,59.673279,17.967615,144.8,191.9,61.46,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186026,59.672735,17.96742,144.8,190.3,61.5,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186027,59.672186,17.967248,144.8,189.0,61.74,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186028,59.67164,17.967038,144.8,191.0,61.94,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186029,59.671098,17.966807,144.8,192.1,61.64,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186030,59.670549,17.966675,144.8,186.9,61.47,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186031,59.670003,17.966434,144.8,192.6,62.24,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186032,59.669459,17.966249,144.8,189.7,61.4,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186033,59.66891,17.966063,144.8,189.7,61.83,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186034,59.668363,17.965871,144.8,190.0,61.83,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186035,59.667816,17.965676,144.8,190.2,61.79,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186036,59.66727,17.965475,144.8,190.6,61.76,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186037,59.666724,17.965275,144.8,190.4,61.7,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186038,59.666177,17.965094,144.8,189.5,61.73,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186039,59.66563,17.964892,144.8,190.5,61.86,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186040,59.665083,17.964706,144.8,189.7,61.71,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186041,59.664534,17.964555,144.8,187.9,61.83,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186042,59.663989,17.964318,144.8,192.4,62.1,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186043,59.663444,17.964136,144.8,189.6,61.43,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186044,59.662896,17.963955,144.8,189.4,61.85,0.0,False,59.37,0.2,0.0,0.0
SAS096,4ab561,AT76,ATR72-600,1776186045,59.662351,17.963729,144.8,191.9,61.88,0.0,False,59.37,0.2,0.0,0.0
