callsign,icao24,actype,bada_model,time,lat,lon,baro_alt_m,true_track,velocity_ms,vertical_rate_ms,on_ground,cas_ms,mach,fuel_flow_kg_s,cum_fuel_kg
NSZ6FY,4aca15,B738,B738W26,1776186001,59.759304,17.999048,609.6,190.4,98.71,-4.334,False,91.53,0.2541,0.17236,0.172
NSZ6FY,4aca15,B738,B738W26,1776186002,59.75843,17.998736,605.3,190.2,98.69,-4.333,False,91.53,0.2541,0.1724,0.344
NSZ6FY,4aca15,B738,B738W26,1776186003,59.757557,17.998425,600.9,190.2,98.7,-4.334,False,91.53,0.254,0.17244,0.516
NSZ6FY,4aca15,B738,B738W26,1776186004,59.756684,17.99811,596.6,190.3,98.67,-4.333,False,91.53,0.2539,0.17248,0.688
NSZ6FY,4aca15,B738,B738W26,1776186005,59.755812,17.99778,592.3,190.8,98.64,-4.331,False,91.53,0.2539,0.17252,0.861
NSZ6FY,4aca15,B738,B738W26,1776186006,59.754942,17.997452,587.9,190.7,98.53,-4.326,False,91.53,0.2538,0.17256,1.034
NSZ6FY,4aca15,B738,B738W26,1776186007,59.75407,17.997139,583.6,190.3,98.52,-4.326,False,91.53,0.2538,0.1726,1.207
NSZ6FY,4aca15,B738,B738W26,1776186008,59.753196,17.996847,579.3,189.6,98.56,-4.328,False,91.53,0.2537,0.17263,1.38
NSZ6FY,4aca15,B738,B738W26,1776186009,59.752322,17.996545,575.0,189.9,98.65,-4.332,False,91.53,0.2536,0.17267,1.553
NSZ6FY,4aca15,B738,B738W26,1776186010,59.751451,17.996214,570.6,190.9,98.58,-4.329,False,91.53,0.2536,0.17271,1.726
NSZ6FY,4aca15,B738,B738W26,1776186011,59.750579,17.995918,566.3,189.7,98.4,-4.32,False,91.53,0.2535,0.17275,1.899
NSZ6FY,4aca15,B738,B738W26,1776186012,59.749706,17.995609,562.0,190.1,98.57,-4.328,False,91.53,0.2534,0.17279,2.072
