callsign,icao24,actype,bada_model,time,lat,lon,baro_alt_m,true_track,velocity_ms,vertical_rate_ms,on_ground,cas_ms,mach,fuel_flow_kg_s,cum_fuel_kg
THY4CK,4bb215,,B738W26,1776930720,59.386215,17.89635,1409.7,345.1,91.69,-4.666,False,85.73,0.2489,0.16519,0.165
THY4CK,4bb215,,B738W26,1776930721,59.387029,17.8961,1405.0,351.1,91.67,-4.665,False,85.73,0.2489,0.16524,0.33
THY4CK,4bb215,,B738W26,1776930722,59.387845,17.89585,1400.4,351.1,91.85,-4.674,False,85.73,0.2488,0.16529,0.495
THY4CK,4bb215,,B738W26,1776930723,59.388661,17.895599,1395.7,351.1,91.83,-4.673,False,85.73,0.2487,0.16533,0.66
THY4CK,4bb215,,B738W26,1776930724,59.389477,17.895349,1391.0,351.1,91.8,-4.671,False,85.73,0.2487,0.16538,0.825
THY4CK,4bb215,,B738W26,1776930725,59.390292,17.895099,1386.4,351.1,91.77,-4.67,False,85.73,0.2486,0.16543,0.99
THY4CK,4bb215,,B738W26,1776930726,59.391108,17.894848,1381.7,351.1,91.75,-4.669,False,85.73,0.2485,0.16548,1.155
THY4CK,4bb215,,B738W26,1776930727,59.391923,17.894598,1377.0,351.1,91.72,-4.667,False,85.73,0.2485,0.16552,1.321
THY4CK,4bb215,,B738W26,1776930728,59.392738,17.894348,1372.3,351.1,91.7,-4.666,False,85.73,0.2484,0.16557,1.487
THY4CK,4bb215,,B738W26,1776930729,59.393552,17.894098,1367.7,351.1,91.67,-4.665,False,85.73,0.2483,0.16562,1.653
THY4CK,4bb215,,B738W26,1776930730,59.394366,17.893848,1363.0,351.1,91.65,-4.664,False,85.73,0.2482,0.16567,1.819
THY4CK,4bb215,,B738W26,1776930731,59.395181,17.893599,1358.4,351.1,91.62,-4.662,False,85.73,0.2482,0.16571,1.985
THY4CK,4bb215,,B738W26,1776930732,59.395994,17.893349,1353.7,351.1,91.6,-4.661,False,85.73,0.2481,0.16576,2.151
THY4CK,4bb215,,B738W26,1776930733,59.396808,17.893099,1349.0,351.1,91.57,-4.66,False,85.73,0.248,0.16581,2.317
THY4CK,4bb215,,B738W26,1776930734,59.397622,17.89285,1344.4,351.1,91.55,-4.658,False,85.73,0.248,0.16585,2.483
