icao24,callsign,est_departure,est_arrival,time,lat,lon,baro_alt_m,true_track,on_ground,velocity_ms,vertical_rate_ms
4d201f,WZZ301,,,1776888360,59.666,18.0015,449.58,77.16,0,83.37,13.33
4d201f,WZZ301,,,1776888420,59.6794,18.1047,1203.96,77.63,0,120.08,12.68
4d201f,WZZ301,,,1776888480,59.6935,18.2432,2080.26,80.5,0,146.57,16.91
4d201f,WZZ301,,,1776888540,59.6548,18.3797,3131.82,157.12,0,171.98,15.28
4d201f,WZZ301,,,1776888660,59.4569,18.3971,4899.66,178.19,0,195.07,12.03
4d201f,WZZ301,,,1776888720,59.3494,18.4033,5692.14,178.4,0,203.28,11.7
4d201f,WZZ301,,,1776888780,59.2384,18.4092,6393.18,178.47,0,212.03,11.7
4d201f,WZZ301,,,1776888840,59.1211,18.4155,6995.16,178.41,0,221.81,10.08
4d201f,WZZ301,,,1776888900,59.0,18.422,7597.14,178.44,0,227.47,9.1
4d201f,WZZ301,,,1776888960,58.8761,18.4286,8054.34,178.38,0,236.22,7.15
4d201f,WZZ301,,,1776889020,58.7479,18.4353,8641.08,178.52,0,238.78,9.75
4d201f,WZZ301,,,1776889080,58.6187,18.442,9182.1,178.42,0,242.4,8.13
45d970,VKG785,,,1776887460,59.4733,17.4626,1760.22,96.92,0,140.95,-7.15
45d970,VKG785,,,1776887520,59.4642,17.6089,1188.72,97.18,0,135.85,-5.2
45d970,VKG785,,,1776887580,59.4543,17.7412,1036.32,99.83,0,117.48,-2.93
45d970,VKG785,,,1776887640,59.4674,17.8363,876.3,50.79,0,83.0,-1.3
45d970,VKG785,,,1776887700,59.5044,17.8653,807.72,10.77,0,74.36,-0.65
45d970,VKG785,,,1776887760,59.5422,17.879,617.22,10.23,0,69.53,-4.55
45d970,VKG785,,,1776887820,59.5796,17.8924,388.62,10.46,0,68.01,-3.9
45d970,VKG785,,,1776887880,59.6137,17.9047,175.26,10.34,0,65.89,-3.58
45d970,VKG785,,,1776887940,59.6474,17.917,7.62,10.36,0,48.64,-0.33
45ac32,SAS897,,,1776887460,59.7311,17.6847,4358.64,277.4,0,175.86,20.48
45ac32,SAS897,,,1776887520,59.7439,17.4952,5311.14,277.68,0,184.8,13.0
45ac32,SAS897,,,1776887580,59.7573,17.2956,6164.58,277.52,0,192.52,12.03
45ac32,SAS897,,,1776887640,59.7713,17.0851,6835.14,277.39,0,203.87,12.03
4cafd7,SAS728,,,1776887580,59.6655,17.9989,320.04,80.97,0,78.66,12.35
4cafd7,SAS728,,,1776887640,59.6769,18.0919,975.36,77.66,0,101.11,14.31
4cafd7,SAS728,,,1776887700,59.6908,18.2142,1638.3,77.94,0,130.46,16.26
4cafd7,SAS728,,,1776887760,59.7116,18.3572,2491.74,70.57,0,140.74,19.83
4cafd7,SAS728,,,1776887820,59.7371,18.5006,3390.9,70.74,0,146.59,4.55
4cafd7,SAS728,,,1776887880,59.7654,18.6636,3901.44,71.24,0,169.52,14.31
4cafd7,SAS728,,,1776887940,59.7945,18.8351,4671.06,71.67,0,171.79,12.35
4cafd7,SAS728,,,1776888000,59.8246,19.0138,5334.0,71.77,0,179.28,10.73
4cafd7,SAS728,,,1776888060,59.8544,19.2033,5913.12,74.4,0,187.48,10.08
4cafd7,SAS728,,,1776888120,59.8825,19.3997,6423.66,74.14,0,195.74,12.03
4cafd7,SAS728,,,1776888180,59.9114,19.6042,6957.06,74.4,0,200.83,8.78
4cafd7,SAS728,,,1776888240,59.9402,19.8091,7528.56,74.72,0,201.05,7.15
4cafd7,SAS728,,,1776888300,59.9692,20.0182,7970.52,74.48,0,201.82,5.53
4cafd7,SAS728,,,1776888360,59.9982,20.2296,8366.76,75.28,0,208.51,8.78
4cafd7,SAS728,,,1776888420,60.0278,20.4487,8618.22,74.95,0,217.88,3.58
4ac9e5,SAS50P,,,1776888060,59.665,17.9875,320.04,75.68,0,74.86,13.0
4ac9e5,SAS50P,,,1776888120,59.6826,18.0764,1104.9,43.49,0,96.43,18.21
4ac9e5,SAS50P,,,1776888180,59.7335,18.0601,2095.5,337.32,0,112.07,13.98
4ac9e5,SAS50P,,,1776888240,59.8027,18.0437,2834.64,7.03,0,147.21,15.93
4ac9e5,SAS50P,,,1776888300,59.8801,18.0629,4099.56,7.02,0,143.06,13.66
4ac9e5,SAS50P,,,1776888360,59.9605,18.0825,5013.96,6.7,0,154.36,14.63
4ac9e5,SAS50P,,,1776888420,60.0447,18.1124,5943.6,13.32,0,160.72,16.58
4ac9e5,SAS50P,,,1776888480,60.1298,18.1513,6781.8,12.74,0,165.61,12.68
4ac9e5,SAS50P,,,1776888540,60.2182,18.1916,7551.42,12.94,0,169.97,12.68
4ac9e5,SAS50P,,,1776888660,60.4009,18.2765,8656.32,12.98,0,183.19,6.5
4ac9e5,SAS50P,,,1776888720,60.4982,18.3223,9144.0,13.16,0,187.55,8.13
4780c8,SAS413,,,1776888000,59.6696,18.0219,716.28,73.83,0,90.52,15.28
4780c8,SAS413,,,1776888060,59.6991,18.0916,1623.06,0.0,0,95.17,21.78
4780c8,SAS413,,,1776888120,59.7199,18.0002,2842.26,254.08,0,136.95,14.63
4780c8,SAS413,,,1776888180,59.691,17.8349,3589.02,254.84,0,184.95,19.18
4780c8,SAS413,,,1776888240,59.6442,17.6505,4511.04,220.91,0,219.18,20.16
4780c8,SAS413,,,1776888300,59.5512,17.4969,5486.4,219.95,0,231.53,15.28
