callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
JTD803,45ab22,N,9,61.00209045410156,22.519889042295258,4206.24,158.81328725673407,55.69221215528403,-10.72896,121.98490891232508
SEKRG,4aae47,E,66,59.48067875231727,18.769194504310345,213.36,61.2728504063855,164.91364599153488,-5.8521600000000005,19.881697071958943
4aaa4a,4aaa4a,E,66,59.50502557269597,18.49908236799569,83.82000000000001,70.93546671280008,225.2938219346507,-0.32512,24.422921147636632
SAS2727,4ab567,E,66,59.95588399596133,20.033667428152903,5189.22,152.27629299076372,257.5131825944434,0.0,29.718327095332363
SWE13U,4acac3,E,66,59.665677345405186,17.993805983970905,-53.34,64.13241387475273,256.0752267795906,-4.8768,34.880124623835165
SAS710,4cafd8,E,66,59.65992736816406,17.948089599609375,-114.30000000000001,53.154787824390155,75.42578380196126,0.0,36.30465375287816
DFL5980,4aab15,S,160,59.330035710738876,17.93120285560345,53.34,63.718411652954565,248.19859051364818,0.32512,30.88940326870622
490d0f,490d0f,S,160,59.355220471398304,17.939253182246766,-114.30000000000001,74.93420335453305,305.2175929681927,11.05408,32.4053222892653
4a81f9,4a81f9,S,160,59.35688781738281,17.934539794921875,-30.48,78.77043157234522,304.62415507994893,23.08352,32.50288674021086
SAS61A,4ac9e6,S,160,58.389168432203384,17.1112060546875,8907.78,196.16782493446797,43.19349634862875,-13.980160000000001,35.962433722387246
SAS2131,4ab568,S,160,58.94343566894531,16.437286376953125,6096.0,137.19846299174782,223.32871402456266,0.0,46.60242047079256
4aab4c,4aab4c,W,45,59.703803628177965,16.50468497440733,464.82000000000005,49.09100570280076,275.411869152317,6.1772800000000005,11.223804638995043
SCQ6G,4ab592,W,45,59.509168721861755,16.60185715247845,335.28000000000003,57.555685721701835,7.188537142736647,-0.97536,21.357234360919502
SAS59Z,4cad89,W,45,59.48277282714844,16.922882080078125,3543.3,196.6508872967793,85.34838554335938,-13.329920000000001,23.64420846043804
4ab5aa,4ab5aa,W,45,59.92804575774629,17.548196726831897,30.48,33.7029536428443,31.26373169437743,3.90144,25.68970655166068
4ab28b,4ab28b,W,45,59.933074951171875,17.55377197265625,60.96,33.97278492649809,32.005383208083494,4.22656,25.902366317773257
