callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS51N,588.1,85.14,502.96,85.5,788,71.4
BAW770,798.56,121.32,677.24,84.8,809,71.3
FIN3EJ,343.59,98.74,244.85,71.3,628,52.5
RYR57D,418.3,90.68,327.62,78.3,601,52.5
NSZ3LZ,0.0,219.58,-219.58,0.0,1545,52.4
GAV553,566.62,70.0,496.62,87.6,550,50.2
SAS1142,0.0,1243.41,-1243.41,0.0,1791,50.2
SAS58E,692.71,64.19,628.52,90.7,569,50.3
NSZ96Y,826.17,87.88,738.29,89.4,579,50.3
RYR98EF,971.77,86.92,884.86,91.1,574,50.4
