callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
FIN3EJ,461fa8,E,66,59.66721356925318,19.128807330953663,4770.12,162.0335276214058,254.1545530243189,-10.40384,4.484957114404724,1778571933.9857092
RYR57D,4cadbf,E,66,59.26799011230469,19.128753662109375,5448.3,189.6233884771671,279.99897527856825,-16.581120000000002,28.453881172809353,1778569949.5683346
NSZ3LZ,4aca09,E,66,59.572340108580505,17.93196053340517,502.92,64.02709758623016,8.781162734385465,-3.90144,37.62223612526397,1778572801.0
GAV553,45b534,S,160,58.80529888605667,17.5975341796875,4572.0,188.16136537705026,339.68230384827274,0.0,9.820513135884974,1778572998.0
SAS1142,4ab563,S,160,58.80546569824219,17.424227806829638,3756.6600000000003,153.3077646054168,28.457016595437466,-7.152640000000001,15.209208812292617,1778570774.0
SAS58E,4cad91,S,160,58.805857512910485,17.2891845703125,5821.68,215.12434077497284,39.858200391161816,-12.679680000000001,19.408692150314373,1778571623.0
NSZ96Y,4aca81,S,160,58.8051126771054,17.28643798828125,4175.76,204.1253893659507,39.990455186003125,-11.3792,19.4936904200401,1778571349.0
RYR98EF,4caf29,S,160,58.80450439453125,17.225676505796372,4876.8,223.73642124284964,48.3555200908087,-12.354560000000001,21.382998652822156,1778570056.0
SAS148,4ab568,W,45,59.692631091101696,16.69959758890086,4145.280000000001,151.15639394745526,47.89683364374015,-5.52704,9.2323800027554,1778570965.7779505
SAS51N,4cae8e,W,45,59.657867431640625,16.699859619140625,4450.08,171.36623072877816,41.10502183129313,-4.55168,11.319589428278633,1778571820.229054
BAW770,4075fe,W,45,59.641571044921875,16.70013427734375,3665.2200000000003,167.1943,106.26020470831197,-10.72896,12.298025122656167,1778572451.053239
