callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS51N,322.2,69.78,252.42,78.3,627,58.9
NSZ41G,401.19,95.07,306.12,76.3,638,58.9
FIN3EJ,366.83,88.97,277.86,75.7,576,52.6
LOT4AY,259.45,88.42,171.03,65.9,597,57.2
AUA96F,206.27,82.48,123.79,60.0,605,57.3
