callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS005,392.84,39.45,353.39,90.0,339,25.1
RYR305X,313.67,66.53,247.14,78.8,425,34.5
AFR11ZB,357.47,66.12,291.35,81.5,422,34.2
SCQZ2H,0.0,0.17,-0.17,0.0,1,0.0
NSZ4EM,322.82,62.34,260.48,80.7,395,30.8
FIN7PA,295.21,45.56,249.65,84.6,341,27.6
JON09,440.63,66.05,374.58,85.0,421,33.6
SAS92D,226.09,53.42,172.67,76.4,470,42.0
THY6QL,301.01,71.16,229.85,76.4,460,39.5
