callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
4ca660,4ca660,N,9,61.12536931442002,18.808695475260418,9738.36,245.92414168354406,193.91996604356456,-6.502400000000001,51.193799040071426
NSZ8MV,4ab824,E,66,59.648685778601696,17.917375235721984,-53.34,49.64851042853858,10.145544433896337,-0.32512,35.69099405349759
NSZ2MP,4acb04,E,66,59.64808059951006,17.917091106546337,-60.96,50.752970744387845,10.512627169921348,-0.65024,35.70638666118117
EWG4BW,4d2411,E,66,59.6458740234375,17.91632080078125,-60.96,51.76492895776058,10.304846468766033,-0.65024,35.75488056502074
SAS884,4acb45,E,66,59.645050048828125,17.916046142578125,-60.96,52.27115593900774,10.203973721731684,-0.65024,35.77271625083709
SAS1408,4cad97,E,66,59.511474609375,17.86798095703125,746.76,90.6035057298582,10.79951586973146,-5.52704,39.51326079837568
DLH6VX,3c6595,S,160,58.96981449450477,17.67614956559806,3444.2400000000002,137.5336953703976,10.34318422116632,-6.827520000000001,10.916684004360077
POL5460,4aaa18,S,160,59.05851745605469,17.84161376953125,876.3000000000001,53.652834474166156,55.54806541814212,-4.22656,14.588202392424686
LOT4CE,48ada3,S,160,58.24718410685911,17.77935791015625,7391.400000000001,188.1212753005227,5.492324557127438,-9.10336,34.2409382849735
RYR71ZY,4d2220,S,160,58.34880764201536,16.939727783203125,9296.4,207.38283475344534,28.28150315264729,-16.581120000000002,40.267170635476944
BR301,4aec63,S,160,58.51518533997616,16.533233642578125,1417.3200000000002,136.4208104853239,84.59039505552661,-0.32512,45.27750173318729
SWE42B,4acac3,S,160,58.22117614746094,16.961295835433468,11414.76,197.72459553942247,38.450275658879846,-7.152640000000001,45.543487022721585
SAS739,4ca14e,S,160,58.998138427734375,19.293548583984375,6217.92,191.72203579158528,314.23900024287775,-13.329920000000001,45.68053610482633
SAS80D,4cacb4,S,160,58.025115966796875,16.86339347593246,10393.68,195.18794501685298,33.60630182613825,-4.8768,56.93639349639712
