callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS2003,4ac9ed,N,9,60.26517706402277,18.39052472795759,3360.42,206.56448093774674,186.43473915103672,-10.40384,7.456131273118499,1777487296.3178475
SAS2031,4cad95,N,9,60.26490783691406,18.3898820548222,3154.6800000000003,178.19823332320695,185.1345274350345,-4.55168,7.475242832134406,1777486793.216929
SAS071,4cac8a,N,9,60.26509094238281,18.38666192416487,3284.2200000000003,186.22872800000002,173.97442499163333,-6.502400000000001,7.571150344613176,1777486931.3088157
NSZ46M,4acb04,N,9,60.2655029296875,18.34383283342634,3223.26,213.21205900860934,200.18389486747623,-4.22656,8.846632015372622,1777488448.5704722
FIN5LA,461e1e,E,66,59.71797180175781,19.126922607421875,4122.42,171.21404284184473,281.61379645813764,-11.704320000000001,1.4368756608990736,1777485423.2792785
TAY8LL,4400be,E,66,59.778533935546875,19.1279296875,4572.0,166.64809717190082,286.868657635939,-0.65024,2.200213936291694,1777486039.722652
SAS1749,4ab563,E,66,59.65809631347656,19.1279296875,4267.2,139.0151057696244,272.3329823019699,-1.30048,5.031916903401964,1777486348.696595
RYR8QX,4d2279,S,160,58.80427473682468,17.93829345703125,5821.68,160.63343996659515,10.51820702182837,-9.42848,0.8047986346202031,1777487616.0
WMT745,4d2490,S,160,59.39474332130561,18.0517683358028,3352.8,124.80224830723607,4.018308993594093,-0.32512,35.90374951424864,1777485240.0
NSZ4114,4aca84,W,45,59.84660339355469,16.697845458984375,4495.8,197.67573457382488,98.53076560994813,-13.655040000000001,0.07502803176374433,1777486526.70553
ETH715,040102,W,45,59.85374450683594,16.697021484375,3040.38,184.41220904261195,96.72851209376869,-0.32512,0.45191499932869056,1777487570.994726
SAS886,4acab0,W,45,59.85635531150688,16.69969229862608,3855.7200000000003,169.34665098086595,91.91495101404259,-14.630400000000002,0.5980023000246347,1777487687.2153175
SAS1498,4caf12,W,45,59.7388916015625,16.6995849609375,4221.4800000000005,138.79027924052806,59.72827580921527,-6.827520000000001,6.454889530017352,1777487771.3003898
NSZ2047,4aca53,W,45,59.67759704589844,16.699951171875,4282.4400000000005,157.5148225687693,44.60303790240257,-8.128,10.135012020769006,1777487333.201631
