callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
SAS51N,4cacb4,N,9,59.88200559454449,18.062944083378234,2301.2400000000002,138.60041752630363,93.19162665655428,-7.477760000000001,29.56169256577511
4caee0,4caee0,N,9,60.98162841796875,17.476785594019397,9448.800000000001,247.71426804177625,147.03599219555312,0.0,54.44665362896632
SAS2023,4ac9e3,N,9,62.42060852050781,19.462483723958336,9144.0,226.3348982342534,193.94148757937538,-0.32512,130.69758356747195
NSZ8GH,4aca86,N,9,62.92014429124735,19.782045804537262,7505.700000000001,227.08900756213092,193.62699485989154,9.7536,161.84001765718537
ASL76H,451cc1,E,66,59.57093811035156,18.497222900390625,4373.88,194.8771997329542,174.3947575335278,15.60576,22.227961911580223
SAS025,4cad93,E,66,59.806915283203125,18.3837890625,1493.52,135.57234393808372,189.39083655639348,-6.827520000000001,22.796145675064984
SAS58E,4cad97,E,66,59.674896240234375,18.305419921875,830.58,98.27092366093157,334.9106261310714,-1.6256000000000002,25.487123188326144
FIN3EJ,461fa3,E,66,59.66162730071504,17.961320548221984,-15.24,53.0276737616313,255.96375653207352,0.0,35.89194948477095
THY4CK,4bb266,E,66,59.66130065917969,17.95880126953125,-15.24,52.40515559126098,256.3730051401085,-0.32512,35.970557058385744
CTN486,501c4b,S,160,58.71936345504502,17.924560546875,5074.92,149.43424938282482,347.8776902540307,-6.1772800000000005,5.781065024057224
SAS45H,4ab562,S,160,58.95240783691406,18.151519775390625,3962.4,131.32839444752221,2.6942842898561006,0.0,10.940617036650094
DFL5980,4aab15,S,160,59.34898247153072,18.03216342268319,30.48,200.0,0.0,2.9260800000000002,32.21556920260699
4aab5a,4aab5a,S,160,59.292607711533364,18.479288035425647,76.2,25.333429014935977,240.8323866204222,4.55168,33.464721811308074
NOZ6PU,47c0fd,S,160,58.38043212890625,19.370491273941532,11887.2,218.39647452748775,122.00538320808352,0.0,52.39727603327524
SAS864,4cafce,W,45,59.852631132481456,17.486540695716595,3383.28,153.78778300872486,83.46931689256972,-6.502400000000001,23.547631593086795
4ab662,4ab662,W,45,59.35996879965572,16.606403219288794,2324.1,84.52551316706368,183.4893249057964,8.77824,30.232939569377987
FIN823,461e17,W,45,59.55236919855667,15.05657327586207,10690.86,252.81559911796796,263.2220512658009,6.827520000000001,53.270418481994035
4ac9f3,4ac9f3,W,45,58.33131408691406,13.674966135332662,9845.04,188.2668247857976,49.43266846868986,11.704320000000001,131.0082154219306
