callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
NSZ8GH,555.31,123.81,431.5,77.7,877,77.2
SAS864,352.04,68.89,283.15,80.4,622,58.9
NSZ8KC,431.21,90.41,340.8,79.0,615,59.0
KLM59U,396.8,80.49,316.31,79.7,628,58.8
