callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
SAS2030,4cac8a,N,9,61.629364013671875,18.390132359095983,11887.2,236.79740527624213,15.757317324110705,0.0,81.2633618383697
FIN7GR,461fa8,E,66,59.45787048339844,18.859588623046875,11254.74,230.8248945635818,246.3486866733578,1.95072,19.109232489652683
CCA912,781b5b,E,66,59.98333740234375,19.64715365705819,7239.0,219.0063696247319,83.52604403132769,7.152640000000001,21.93984046727824
ASL82Y,502d7b,E,66,59.65375997252383,18.248291015625,1874.52,143.3785976824891,10.543883956633525,-3.90144,25.822495757391177
47a039,47a039,E,66,59.65443420410156,18.073974609375,906.7800000000001,101.273629289843,172.11686068327026,18.531840000000003,30.96592424742256
SAS096,4ab561,E,66,59.64189147949219,17.9564208984375,-99.06,51.76492895776058,190.30484646876602,-0.32512,34.61102055839878
EFD2F,3e225d,S,160,59.04048156738281,17.59332275390625,5875.02,133.52671257940557,226.09270253565975,13.655040000000001,15.87186718064849
DFL5980,4aab15,S,160,59.34902902376854,18.031879293507544,-45.72,200.0,0.0,0.0,32.435411842756864
FJO67M,4d24ff,S,160,59.35759463552701,17.932718211206897,-106.68,57.112552509069324,125.8376529542783,-3.90144,32.600190768381964
SAS39C,4cad96,S,160,58.56321716308594,16.054746566280244,11148.060000000001,210.4484708316814,219.64417495714483,13.004800000000001,58.426880136921746
RYR89YN,4d2263,S,160,57.87469482421875,17.311263545866936,11887.2,225.45856786895988,181.96141766777035,0.0,59.1196500611993
FIN7MP,4601f4,W,45,60.141301559189614,16.0455322265625,6103.62,136.71536831216162,274.3160275198656,-0.32512,24.746832781842546
SAS2141,4ab56b,W,45,59.52708435058594,17.142608642578125,3276.6000000000004,106.63395430550365,253.75085198385358,4.55168,24.997830547648785
KLM1225,486742,W,45,59.75157165527344,17.61199951171875,1409.7,124.78952420372224,65.6537861338351,-3.90144,29.775582380777603
FIN6HA,461e16,W,45,59.29884338378906,16.671478271484375,11582.400000000001,229.76073485504173,247.62684287755326,-0.32512,33.77028572635032
RYR63XT,4cae64,W,45,59.152206162274894,15.662147258890085,8298.18,222.26898172868056,44.531141566296505,-8.128,52.13726473764334
