callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS025,831.53,80.33,751.2,90.3,738,77.1
SAS073,785.34,85.64,699.7,89.1,707,77.1
SAS864,319.02,68.54,250.48,78.5,607,58.8
SAS51N,220.54,71.44,149.1,67.6,631,58.8
FIN3EJ,423.41,95.23,328.18,77.5,588,52.5
THY4CK,416.35,125.42,290.93,69.9,766,52.5
CTN486,434.21,97.74,336.47,77.5,640,57.1
SAS2182,473.37,74.22,399.15,84.3,582,57.2
SAS58E,478.74,68.31,410.43,85.7,602,57.1
OKPRF,752.22,91.0,661.22,87.9,598,57.2
