callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
SAS2472,4aca78,N,9,60.32194519042969,18.29536174905711,4282.4400000000005,165.4207461056377,131.7223240478097,-8.77824,10.750203273990314
SAS005,4cafce,N,9,60.47349832825741,18.51363045828683,5280.66,176.86177709010857,197.43356063169432,-5.20192,12.312299112294303
SAS4224,4ab56b,N,9,60.50277968584481,18.114591326032368,4267.2,136.96679019494238,28.490234885401144,0.0,20.711867235656026
SAS81C,4ab56e,N,9,61.09566898669227,18.851521809895836,5486.400000000001,138.2936088346567,195.5355199530975,0.0,49.39086765691298
NSZ38K,4aca4f,N,9,61.228389416710804,19.07562255859375,8999.220000000001,200.13458510859118,194.28628580611496,-8.77824,58.364308082049426
SAS705,4ab561,E,66,59.607254286943856,18.93218994140625,2903.2200000000003,139.2690270093073,287.63178957111177,-7.152640000000001,10.806776076768879
FIN6EH,461f62,E,66,59.9351806640625,19.283660888671875,7985.76,208.59419636281774,59.95716230312386,16.256,11.668410960148636
SAS708,4ab5d2,E,66,59.96388244628906,19.47288776266164,4564.38,134.62813712734408,76.06995804068501,-0.32512,16.154133400711643
RYR9167,4cac56,E,66,59.73335266113281,18.311553955078125,1074.42,88.05862838861844,173.29016319224309,-2.60096,24.843270230644826
4ab5d8,4ab5d8,E,66,59.55488301939883,18.248006886449353,259.08000000000004,71.04544280164487,169.9920201985587,-1.95072,29.40515854178339
FHEXG,3992e6,S,160,59.02976989746094,17.834747314453125,2141.2200000000003,99.2890247475319,179.70313333267532,0.0,13.118840308066847
DFL5980,4aab15,S,160,59.34898247153072,18.03216342268319,7.62,200.0,0.0,-0.32512,32.21556920260699
LOT454,48af05,S,160,59.25201416015625,18.60638848666487,3992.88,178.66692704898142,160.31288380187414,8.77824,33.734414898198054
SWE36A,4acac2,S,160,59.215850830078125,17.0489501953125,5661.66,175.93834377134743,220.25603405695955,12.679680000000001,36.05547869140848
RYR3VG,4d234b,S,160,58.66401284427966,16.14385986328125,7955.280000000001,229.62880879597108,219.18102909860542,6.502400000000001,56.037002900435056
SAS903,478f5c,W,45,60.05735778808594,16.413005960398706,5036.820000000001,197.14551937504106,310.13100302590743,9.42848,14.710091822846564
4ab34d,4ab34d,W,45,59.58489990234375,16.604278564453125,525.78,61.90452382410578,68.55226367289465,-4.8768,16.859076557471166
SAS2498,4cafd6,W,45,59.69351558362023,17.229403791756464,4335.780000000001,195.26724824586157,75.81731396402598,-9.42848,18.751668418960573
SAS2026,4cac7b,W,45,59.80558776855469,17.690277099609375,5295.900000000001,176.60121483311468,16.587338556927413,16.90624,29.89150005737217
FIN2HA,461e18,W,45,60.366943359375,15.894849053744611,11887.2,240.6569911767261,84.97190247960206,-0.32512,38.87379339890798
