callsign,actype,bada_model,cdo_fuel_kg,orig_fuel_kg,fuel_saving_kg,fuel_saving_pct,duration_s,distance_nm
NSZ4102,B38M,B738W26,93.55,765.46,671.91,87.8,626,58.8
SAS60P,A20N,A320-271N,71.35,468.06,396.71,84.8,634,58.8
SAS51N,A20N,A320-271N,70.57,481.57,411.0,85.3,628,58.8
RYR10DW,B38M,B738W26,94.73,570.87,476.14,83.4,631,58.7
KLM23V,E295,B738W26,120.34,648.29,527.95,81.4,809,65.1
ASL67H,A319,A319-131,95.26,563.5,468.24,83.1,608,50.3
ELG3D,E55P,EMB-505,26.02,249.95,223.93,89.6,486,50.2
SAS46M,A20N,A320-271N,65.61,628.05,562.44,89.6,571,50.3
