callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
NSZ4102,765.46,93.55,671.91,87.8,626,58.8
SAS60P,468.06,71.35,396.71,84.8,634,58.8
SAS51N,481.57,70.57,411.0,85.3,628,58.8
RYR10DW,570.87,94.73,476.14,83.4,631,58.7
KLM23V,648.29,120.34,527.95,81.4,809,65.1
ASL67H,563.5,95.26,468.24,83.1,608,50.3
ELG3D,249.95,26.02,223.93,89.6,486,50.2
SAS46M,628.05,65.61,562.44,89.6,571,50.3
