icao24,callsign,est_departure,est_arrival,time,lat,lon,baro_alt_m,true_track,on_ground,velocity_ms,vertical_rate_ms
7818a8,DKH1659,,,1741318102,60.02357094974841,19.56164768763951,11574.78,235.75536269531705,0,235.86289641979064,0.32512
7818a8,DKH1659,,,1741318103,60.022407143802965,19.558116367885045,11574.78,235.75536269531705,0,235.86289641979064,0.0
7818a8,DKH1659,,,1741318104,60.0211967856197,19.554683140345983,11582.400000000001,235.75536269531705,0,235.86289641979064,0.0
7818a8,DKH1659,,,1741318105,60.020032979674255,19.551151820591517,11582.400000000001,235.75536269531705,0,235.86289641979064,0.0
7818a8,DKH1659,,,1741318106,60.01872253417969,19.547329606681036,11574.78,235.6849124000027,0,235.43781316363973,0.0
7818a8,DKH1659,,,1741318107,60.01753234863281,19.54382534684806,11574.78,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318108,60.01644845736229,19.540655953543528,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318109,60.01575017379502,19.53859601702009,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318110,60.01441955566406,19.534827922952587,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318111,60.0130966962394,19.53094482421875,11582.400000000001,235.5816355209438,0,235.72821060819226,0.32512
7818a8,DKH1659,,,1741318112,60.011932890293956,19.527511596679688,11574.78,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318113,60.0107225321107,19.523980276925226,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318114,60.009279412738344,19.519762311662948,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318115,60.00806905455508,19.516329084123885,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318116,60.006905248609634,19.51279776436942,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318117,60.005694890426376,19.509364536830358,11582.400000000001,235.5816355209438,0,235.72821060819226,0.32512
7818a8,DKH1659,,,1741318118,60.00448453224311,19.505931309291295,11574.78,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318119,60.003786248675844,19.503773280552455,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318120,60.00201416015625,19.498554098195044,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318121,60.000900009931144,19.495435442243306,11582.400000000001,235.5816355209438,0,235.72821060819226,0.0
7818a8,DKH1659,,,1741318122,59.9997362039857,19.492002214704243,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318123,59.99852584580243,19.488470894949778,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318124,59.99748229980469,19.485389446390087,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318125,59.99629211425781,19.48188518655711,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318126,59.99505615234375,19.47838092672414,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318127,59.993865966796875,19.47497137661638,11582.400000000001,235.5816355209438,0,235.72821060819226,-0.32512
7818a8,DKH1659,,,1741318128,59.99267578125,19.471467116783405,11582.400000000001,235.40771131249005,0,235.59569447692405,-0.32512
7818a8,DKH1659,,,1741318129,59.99158956236758,19.468361990792413,11582.400000000001,235.40771131249005,0,235.59569447692405,-0.32512
7818a8,DKH1659,,,1741318130,59.99065851761122,19.465615408761163,11582.400000000001,235.23359294523652,0,235.46535168917018,-0.32512
7818a8,DKH1659,,,1741318131,59.989448159427965,19.462084089006698,11582.400000000001,235.13088797082455,0,235.7590829027436,-0.32512
7818a8,DKH1659,,,1741318132,59.98759460449219,19.456976528825432,11582.400000000001,234.78240703180728,0,235.5074962571039,-0.32512
7818a8,DKH1659,,,1741318133,59.986515368445446,19.453844342912948,11582.400000000001,234.78240703180728,0,235.5074962571039,-0.32512
7818a8,DKH1659,,,1741318134,59.98530501026218,19.450411115373885,11582.400000000001,234.60789044032737,0,235.38497513677066,-0.32512
7818a8,DKH1659,,,1741318135,59.98393249511719,19.44665316877694,11582.400000000001,234.50593735781962,0,235.6832982334755,-0.32512
7818a8,DKH1659,,,1741318136,59.98320007324219,19.4445695548222,11582.400000000001,234.50593735781962,0,235.6832982334755,-0.32512
7818a8,DKH1659,,,1741318137,59.98209290585275,19.441484723772323,11582.400000000001,234.3314105252938,0,235.56423902798264,-0.32512
7818a8,DKH1659,,,1741318138,59.98027038574219,19.436424518453663,11582.400000000001,234.1567088072521,0,235.44736771085857,-0.32512
7818a8,DKH1659,,,1741318139,59.9794921875,19.43434090449892,11582.400000000001,234.1567088072521,0,235.44736771085857,-0.32512
7818a8,DKH1659,,,1741318140,59.97825622558594,19.430931354391163,11574.78,233.98183519397384,0,235.33268754176183,-0.32512
7818a8,DKH1659,,,1741318141,59.97687905521716,19.427163260323663,11574.78,233.98183519397384,0,235.33268754176183,-0.32512
7818a8,DKH1659,,,1741318142,59.97578430175781,19.424112254175647,11582.400000000001,233.80679269443533,0,235.22020172553482,-0.32512
7818a8,DKH1659,,,1741318143,59.97454833984375,19.42070270406789,11582.400000000001,233.80679269443533,0,235.22020172553482,-0.32512
7818a8,DKH1659,,,1741318144,59.97303771972656,19.41663018588362,11582.400000000001,233.70579417657643,0,235.52435197270765,-0.32512
7818a8,DKH1659,,,1741318145,59.97166520458156,19.412939889090403,11574.78,233.63158433603752,0,235.1099134117714,-0.32512
7818a8,DKH1659,,,1741318146,59.970408294160485,19.409604753766743,11574.78,233.53076560994813,0,235.41533034641455,0.0
7818a8,DKH1659,,,1741318147,59.96938414492849,19.406858171735493,11574.78,233.4562131643287,0,235.00182569439013,0.0
7818a8,DKH1659,,,1741318148,59.96827697753906,19.403844372979524,11582.400000000001,233.35557649220266,0,235.30850762897558,0.0
7818a8,DKH1659,,,1741318149,59.96687032408633,19.400089808872767,11574.78,233.35557649220266,0,235.30850762897558,0.0
7818a8,DKH1659,,,1741318150,59.96561341366525,19.396754673549108,11574.78,233.28068224272175,0,234.89594161121423,0.0
7818a8,DKH1659,,,1741318151,59.96458926443326,19.394008091517858,11574.78,233.18022988249754,0,235.20388681643072,0.0
7818a8,DKH1659,,,1741318152,59.96309959282309,19.389986310686385,11582.400000000001,233.18022988249754,0,235.20388681643072,0.0
7818a8,DKH1659,,,1741318153,59.961456298828125,19.385660105738147,11574.78,233.00472885729283,0,235.10147084834156,-0.32512
7818a8,DKH1659,,,1741318154,59.96081853317002,19.384002685546875,11574.78,233.00472885729283,0,235.10147084834156,-0.32512
7818a8,DKH1659,,,1741318155,59.959282309322035,19.379980904715403,11574.78,232.82907651005962,0,235.00126260738983,0.0
7818a8,DKH1659,,,1741318156,59.95811462402344,19.376946811018318,11574.78,232.82907651005962,0,235.00126260738983,0.32512
7818a8,DKH1659,,,1741318157,59.956721936242054,19.37331063406808,11574.78,232.65327595098285,0,234.90326491898264,0.32512
7818a8,DKH1659,,,1741318158,59.95546502582097,19.36997549874442,11574.78,232.65327595098285,0,234.90326491898264,0.32512
7818a8,DKH1659,,,1741318159,59.95404052734375,19.366241455078125,11574.78,232.4773303066608,0,234.8074805508645,0.32512
7818a8,DKH1659,,,1741318160,59.953033447265625,19.36358642578125,11574.78,232.4773303066608,0,234.8074805508645,0.32512
7818a8,DKH1659,,,1741318161,59.951601190082094,19.359993770204742,11574.78,232.37790339006148,0,235.1211696914452,0.32512
7818a8,DKH1659,,,1741318162,59.9502977274232,19.3566789298222,11574.78,232.30124271979923,0,234.71391221273618,0.32512
7818a8,DKH1659,,,1741318163,59.948994264764295,19.353364089439655,11574.78,232.20201197477326,0,235.02885228391654,0.32512
7818a8,DKH1659,,,1741318164,59.94773735434322,19.35004924905711,11574.78,232.02598398821368,0,234.93875156140865,0.32512
7818a8,DKH1659,,,1741318165,59.94643389168432,19.346734408674568,11574.78,232.02598398821368,0,234.93875156140865,0.32512
7818a8,DKH1659,,,1741318166,59.94513042902542,19.343419568292024,11574.78,231.84982259806696,0,234.85087007522046,0.32512
7818a8,DKH1659,,,1741318167,59.94382696636652,19.340104727909484,11582.400000000001,231.84982259806696,0,234.85087007522046,0.32512
7818a8,DKH1659,,,1741318168,59.94224419028072,19.336126919450432,11574.78,231.75125793158233,0,235.1690028693193,0.32512
7818a8,DKH1659,,,1741318169,59.94158935546875,19.334564208984375,11574.78,231.6735309869085,0,234.76521031758392,0.32512
7818a8,DKH1659,,,1741318170,59.940149339578916,19.33091788456358,11582.400000000001,231.57516970197403,0,235.08458481189174,0.32512
7818a8,DKH1659,,,1741318171,59.93884587692002,19.327603044181036,11582.400000000001,231.57516970197403,0,235.08458481189174,0.32512
7818a8,DKH1659,,,1741318172,59.93687438964844,19.322662353515625,11582.400000000001,231.39895662736893,0,235.00238878004126,-0.32512
7818a8,DKH1659,,,1741318173,59.935546875,19.3194580078125,11582.400000000001,231.39895662736893,0,235.00238878004126,-0.32512
7818a8,DKH1659,,,1741318174,59.93426513671875,19.316162109375,11582.400000000001,231.22262191192348,0,234.92241710613388,-0.32512
7818a8,DKH1659,,,1741318175,59.93293762207031,19.3128662109375,11582.400000000001,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318176,59.932159423828125,19.310943603515625,11582.400000000001,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318177,59.9306992353019,19.307335162984913,11582.400000000001,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318178,59.92950439453125,19.304351806640625,11582.400000000001,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318179,59.92804575774629,19.300800191945044,11582.400000000001,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318180,59.926849365234375,19.2978515625,11574.78,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318181,59.92567159361758,19.294833479256464,11574.78,231.22262191192348,0,234.92241710613388,0.0
7818a8,DKH1659,,,1741318182,59.92436813095868,19.29161334859914,11582.400000000001,231.22262191192348,0,234.92241710613388,0.32512
7818a8,DKH1659,,,1741318183,59.92301811606197,19.288298508216595,11582.400000000001,231.30106865228865,0,235.3236906551534,0.32512
7818a8,DKH1659,,,1741318184,59.92143533997616,19.284415409482758,11574.78,231.30106865228865,0,235.3236906551534,0.32512
7818a8,DKH1659,,,1741318185,59.91998291015625,19.28082275390625,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318186,59.918701171875,19.27752685546875,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318187,59.91747839976165,19.274565598060345,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318188,59.91632080078125,19.271575927734375,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318189,59.914871474443856,19.268030627020472,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318190,59.913521459547134,19.264715786637932,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318191,59.91221799688824,19.26140094625539,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318192,59.9110107421875,19.25848388671875,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318193,59.90972900390625,19.25518798828125,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318194,59.90826105667372,19.25164584455819,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318195,59.90695759401483,19.248331004175647,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318196,59.90565413135593,19.245016163793103,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318197,59.904304116459215,19.241796033135774,11582.400000000001,231.30106865228865,0,235.3236906551534,0.0
7818a8,DKH1659,,,1741318198,59.90272134037341,19.237818224676722,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318199,59.901697191141416,19.23516635237069,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318200,59.90020751953125,19.2315673828125,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318201,59.899043713585804,19.228631381330818,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318202,59.89759826660156,19.225067138671875,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318203,59.8961574748411,19.22143344221444,11582.400000000001,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318204,59.89480745994438,19.218118601831897,11574.78,231.30106865228865,0,235.3236906551534,-0.32512
7818a8,DKH1659,,,1741318205,59.89366149902344,19.215179443359375,11582.400000000001,231.37924816761313,0,235.7254038354682,-0.32512
7818a8,DKH1659,,,1741318206,59.89220053462659,19.211583630792024,11574.78,231.37924816761313,0,235.7254038354682,0.0
7818a8,DKH1659,,,1741318207,59.890897071967686,19.208268790409484,11574.78,231.37924816761313,0,235.7254038354682,-0.32512
7818a8,DKH1659,,,1741318208,59.889678955078125,19.20538330078125,11582.400000000001,231.4770756003575,0,235.40465025601748,0.0
7818a8,DKH1659,,,1741318209,59.888397216796875,19.20208740234375,11574.78,231.4770756003575,0,235.40465025601748,0.0
