callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS005,4cac8a,N,9,60.26536560058594,18.415927229256464,3810.0,160.78494369580366,185.6923518838934,-9.42848,6.699716118461363,1774607039.52265
SAS57J,47bb0a,N,9,60.264711541644594,18.40975080217634,4434.84,162.73515289304575,185.26002221567097,-6.1772800000000005,6.883560692588211,1774607924.077292
SAS4223,4ab563,N,9,60.26490783691406,18.389692635371766,3596.6400000000003,138.05706445204623,185.77432590266326,-7.477760000000001,7.480883648075132,1774610126.1977882
FIN3EJ,461f65,E,66,59.665863554356456,19.12672371699892,3520.44,150.16302243776752,254.29726712608166,-7.80288,4.565302043767641,1774610054.2637744
DLH4UT,3c6751,E,66,59.40703311208951,18.132176892510774,1744.98,141.3860213618358,17.577883716665227,-6.1772800000000005,36.29722054939473,1774606680.0
RYR552M,4d226a,S,160,58.80515922934322,17.8974609375,4518.66,179.79652205675205,11.888658039627975,-9.7536,0.549503138589023,1774607113.0
RYR71TM,4d236b,S,160,58.8046006024894,17.851226806640625,5158.740000000001,185.168399086733,13.495733280795811,-5.20192,1.9394565088757543,1774610037.0
AFR73HX,392ae7,S,160,58.804779052734375,17.827266570060484,5715.0,205.81103614353404,24.51507073005228,-16.256,2.682142863768878,1774607740.0
EWG15G,4d2088,S,160,58.805328369140625,17.788460023941532,4716.780000000001,180.0554,16.26020470831196,-10.40384,3.888075295492146,1774607001.0
SWR5ZM,4b17fa,S,160,58.80404197563559,17.700714111328125,4823.46,172.958031409731,19.458941205814707,-7.477760000000001,6.610899526588516,1774609761.0
OKELD,49d5b4,S,160,58.80537414550781,17.37390333606351,4008.1200000000003,188.19441568262644,26.635094882420805,-8.128,16.773986884998777,1774608484.0
NSZ2ES,4aca08,W,45,59.73930358886719,16.699676513671875,5356.860000000001,179.30421463937006,60.05121999259098,-9.42848,6.43014506706984,1774609808.162146
RYR691N,4cae55,W,45,59.72824355303231,16.698650491648706,5707.38,178.07566559107582,56.90674192524939,-10.40384,7.094342140200019,1774608493.5964541
ICE306,4cc573,W,45,60.13678599212129,16.697354997907368,5722.62,185.71357147231734,105.42216131873867,-8.45312,17.43513198063698,1774606919.9097815
