callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
NSZ8GH,4aca81,N,9,60.26554948192531,18.556791033063618,4000.5,181.8499508415104,192.58155005035692,-11.704320000000001,2.505358844276073,1772962349.5367382
SAS005,4cad88,N,9,60.264618437168956,18.389838082449778,3863.34,157.90330425979323,184.48460600954462,-8.128,7.476562600116154,1772963416.0127144
SAS053,4ab565,N,9,60.13856506347656,18.36762526939655,3162.3,137.52503586102097,195.17992743452623,-6.502400000000001,11.12408811781893,1772960640.0
SAS063,4cad87,N,9,60.26540982521186,17.80118669782366,4648.2,173.626183738581,155.86514157096917,-11.3792,25.00604809452865,1772962788.6442983
SAS749,4ab56b,E,66,59.67041015625,19.127655029296875,3322.32,142.56783147075618,275.17571091444023,-5.20192,4.292541271206435,1772962787.719076
THY5MJ,4bb281,E,66,59.684344792770126,18.337128737877155,792.48,109.53792150273271,343.352303911804,-1.95072,24.13868517594347,1772961241.0
SAS404,4cad95,S,160,58.8043212890625,17.312164306640625,5897.88,182.5341266659631,36.28856244804963,-6.502400000000001,18.693327327561583,1772962688.0
EJM721,a00034,W,45,60.041447009070446,16.698335920061385,3726.1800000000003,182.26860545755562,109.9692903226228,-9.10336,11.710860525648165,1772963529.6416142
KLM59U,4867c4,W,45,59.46056818557997,16.699029330549568,7254.240000000001,209.02195884862567,61.47957487711552,-19.832320000000003,23.165550587040602,1772961748.3946018
SAS59Z,4cad92,W,45,59.787506103515625,17.66748046875,2766.06,172.98327712785124,85.05240114101022,-13.004800000000001,29.40857883274731,1772960640.0
