callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
FNF238,46788b,N,9,60.26463317871094,18.595118029364222,4846.320000000001,185.56887170344308,234.59157447236475,-19.182080000000003,1.3633778348412917,1776233998.030567
NSZ3LW,4aca4f,N,9,60.26587534759004,18.54001726422991,4602.4800000000005,175.83000548941936,193.01974651816172,-10.07872,3.0051827306781416,1776230877.7502341
SAS025,4cad93,N,9,60.264897750595864,18.537957327706472,4587.24,153.23524355533377,193.1964631922185,-7.80288,3.0656481921590606,1776232966.1998768
SAS83L,4780c7,N,9,60.26582336425781,18.390923861799568,4572.0,148.36069059091085,182.9814612199822,-8.77824,7.444453641907414,1776233229.8793995
NSZ6RD,4aca85,E,66,59.66656183792372,19.12757610452586,5097.780000000001,157.5148225687693,254.46587225867768,-6.1772800000000005,4.5235586359589295,1776233486.8889105
FIN50A,461f39,E,66,59.66656494140625,19.12884521484375,4739.64,181.61039041330756,254.3890114663203,-9.7536,4.523915531634265,1776231537.8567162
BTI1M1,502d0f,E,66,59.19685363769531,19.1275634765625,4937.76,201.2028563807886,313.8604512299304,-13.004800000000001,32.724863201607576,1776231343.6950028
RYR5W,4ca27c,S,160,58.80408852787341,17.884002685546875,4411.9800000000005,176.99565253442412,12.420429945256576,-9.10336,0.9267862599244022,1776233839.0
VKG4984,45d96f,S,160,58.80441439353813,17.866790771484375,4671.06,182.2388371825487,37.77568430595466,-11.05408,1.4578198862619849,1776233273.0
NSZ3194,4aca08,S,160,58.80469370696504,17.86358642578125,4671.06,188.00517688853043,39.00259942608448,-11.05408,1.5588395246743607,1776231476.0
SAS44D,4ac9e9,S,160,58.80469370696504,17.699615478515625,4991.1,176.13603961275956,24.31930861118292,-9.7536,6.646182596818423,1776231958.0
NYX801,51113f,S,160,58.80473327636719,17.686304892263106,3390.9,141.66651977538763,351.01655673816526,-4.8768,7.059995619541358,1776233699.0
NOZ804,4792a6,W,45,59.852142333984375,16.700042724609375,4251.96,155.073083242846,100.8998850995939,-10.07872,0.3448596451953031,1776233088.1003618
NOZ802,479ee7,W,45,59.69440007613877,16.699881718076508,3794.76,156.8649339373777,111.34779829783247,-10.07872,9.12615367446933,1776230930.1485357
DAL204,a0f44c,W,45,59.6158447265625,16.699676513671875,3764.28,175.71482287545192,102.85631256752863,-12.354560000000001,13.842656876107961,1776232949.152505
