icao24,callsign,est_departure,est_arrival,time,lat,lon,baro_alt_m,true_track,on_ground,velocity_ms,vertical_rate_ms
afr61qr,AFR61QR,,,1779096540,59.8464,16.7003,3848.1,113.3,0,163.51,0.0
afr61qr,AFR61QR,,,1779096660,59.7419,16.9429,3848.1,113.32,0,163.51,0.0
afr61qr,AFR61QR,,,1779096780,59.6373,17.1855,3848.1,180.0,0,163.51,0.0
afr61qr,AFR61QR,,,1779096900,59.5328,17.1855,3848.1,113.31,0,163.51,0.0
afr61qr,AFR61QR,,,1779097020,59.4283,17.428,3848.1,90.0,0,163.51,0.0
afr61qr,AFR61QR,,,1779097140,59.4283,17.6706,3848.1,66.7,0,163.51,0.0
afr61qr,AFR61QR,,,1779097260,59.5328,17.9132,3848.1,0.0,0,163.51,0.0
afr61qr,AFR61QR,,,1779097380,59.6373,17.9132,3848.1,0.0,0,163.51,0.0
dlh2pm,DLH2PM,,,1779097320,58.801,17.9132,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779097440,58.9055,17.9132,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779097560,59.0101,17.9132,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779097680,59.1146,17.9132,4251.96,293.32,0,180.0,0.0
dlh2pm,DLH2PM,,,1779097800,59.2192,17.6706,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779097920,59.3237,17.6706,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779098040,59.4283,17.6706,4251.96,66.7,0,180.0,0.0
dlh2pm,DLH2PM,,,1779098160,59.5328,17.9132,4251.96,0.0,0,180.0,0.0
dlh2pm,DLH2PM,,,1779098280,59.6373,17.9132,4251.96,0.0,0,180.0,0.0
nsz4110,NSZ4110,,,1779097320,59.8464,16.7003,4366.26,113.3,0,180.0,0.0
nsz4110,NSZ4110,,,1779097440,59.7419,16.9429,4366.26,113.32,0,180.0,0.0
nsz4110,NSZ4110,,,1779097560,59.6373,17.1855,4366.26,180.0,0,180.0,0.0
nsz4110,NSZ4110,,,1779097680,59.5328,17.1855,4366.26,113.31,0,180.0,0.0
nsz4110,NSZ4110,,,1779097800,59.4283,17.428,4366.26,90.0,0,180.0,0.0
nsz4110,NSZ4110,,,1779097920,59.4283,17.6706,4366.26,66.7,0,180.0,0.0
nsz4110,NSZ4110,,,1779098040,59.5328,17.9132,4366.26,0.0,0,180.0,0.0
nsz4110,NSZ4110,,,1779098160,59.6373,17.9132,4366.26,0.0,0,180.0,0.0
nsz44l,NSZ44L,,,1779096720,60.2646,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779096840,60.1601,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779096960,60.0555,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097080,59.951,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097200,59.8464,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097320,59.7419,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097440,59.6373,18.6409,4358.64,180.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097560,59.5328,18.6409,4358.64,246.69,0,168.01,0.0
nsz44l,NSZ44L,,,1779097680,59.4283,18.3984,4358.64,270.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779097800,59.4283,18.1558,4358.64,293.3,0,168.01,0.0
nsz44l,NSZ44L,,,1779097920,59.5328,17.9132,4358.64,0.0,0,168.01,0.0
nsz44l,NSZ44L,,,1779098040,59.6373,17.9132,4358.64,0.0,0,168.01,0.0
nsz8mv,NSZ8MV,,,1779099360,58.801,17.9132,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779099480,58.9055,17.9132,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779099600,59.0101,17.9132,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779099720,59.1146,17.9132,4526.28,293.32,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779099840,59.2192,17.6706,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779099960,59.3237,17.6706,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779100080,59.4283,17.6706,4526.28,66.7,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779100200,59.5328,17.9132,4526.28,0.0,0,172.67,0.0
nsz8mv,NSZ8MV,,,1779100320,59.6373,17.9132,4526.28,0.0,0,172.67,0.0
ryr82,RYR82,,,1779096900,59.7419,19.1261,5501.64,246.68,0,126.06,0.0
ryr82,RYR82,,,1779097020,59.6373,18.8835,5501.64,246.7,0,126.06,0.0
