callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS46C,4acaaf,N,9,60.2649908550715,18.416617257254465,5059.68,147.33679752485597,188.83742172270024,-15.60576,6.679089278436658,1777994199.3184345
NSZ44L,4aca86,N,9,60.26573569087659,18.398666381835938,4358.64,168.00909340198925,187.2120588638055,-7.152640000000001,7.213857361630743,1777993497.8530087
RYR82,4d2220,E,66,59.65901184082031,19.1268310546875,5501.64,126.05557705216606,270.93535819575715,-8.45312,4.976692238896394,1777993724.3194027
SAS1130,4ab5d2,E,66,59.426538499735166,18.1042375235722,1783.0800000000002,109.436399000933,213.69006752597977,-6.827520000000001,36.37685533561748,1777993201.0
THY8WZ,4bb287,S,160,58.80537414550781,17.883350003150202,4701.54,180.9622125511324,7.185625401943166,-9.7536,0.9647603356970402,1777993716.0
DLH2PM,3c66b0,S,160,58.805694580078125,17.87528745589718,4251.96,202.79536473306746,20.181790699981697,-9.42848,1.2122870525732812,1777994028.0
TAP782,3475c9,S,160,58.80436706542969,17.858719364289314,3756.6600000000003,192.6755897861046,49.54804240912542,-3.2512000000000003,1.7063747768529811,1777994510.0
SAS89A,4a91f9,S,160,58.80534543829449,17.83612060546875,4602.4800000000005,181.63443352744403,33.91510870775765,-10.40384,2.411304873291965,1777993519.0
NSZ8MV,4aca15,S,160,58.80455405025159,17.773681640625,4526.280000000001,172.66705716510552,7.188537142736647,-16.90624,4.344276485073174,1777996256.0
SAS884,4ac9fa,W,45,59.852631132481456,16.698082233297413,4297.68,181.6169479419149,100.60968559128742,-7.477760000000001,0.3800510602190908,1777994555.7805488
NSZ4110,4aca85,W,45,59.85845947265625,16.697662353515625,4366.26,181.8499508415104,102.58155005035694,-9.10336,0.7284115501574664,1777994075.8473568
SAS41A,4cad41,W,45,59.874114990234375,16.6995849609375,3695.7000000000003,151.87516105333754,127.56859202882748,-7.152640000000001,1.6641603009998247,1777993258.32636
SAS532,4cae8e,W,45,59.813853118379235,16.958155138739222,3307.0800000000004,140.85717217698496,143.46491683091836,-2.60096,8.02222373469357,1777993201.0
AFR61QR,39bda0,W,45,59.621545823953916,16.70007113752694,3848.1000000000004,163.5074288528214,36.04062709282767,-4.55168,13.500349298644544,1777993447.134248
