callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
4aaaa8,4aaaa8,E,66,59.56545037738347,18.25927734375,297.18,62.04331141052289,15.880138777075272,-1.6256000000000002,28.347905296869154
SWE32A,4acac5,E,66,59.367462158203125,18.32757568359375,6408.42,205.78017220392383,179.71352348972295,0.32512,33.09952587231885
SAS708,4ab5d2,E,66,59.66020202636719,17.95001220703125,-83.82000000000001,53.526903170521045,76.09731288577944,0.0,35.96063342157364
LOT454,48ada3,E,66,59.65911347987288,17.941431505926722,-76.2,28.698414274507087,75.46554491945989,0.32512,36.22761652012814
4aca4f,4aca4f,E,66,59.65343410685911,17.938211375269397,-76.2,200.0,0.0,0.0,36.375479651201935
SAS106,4cad97,S,160,58.80748684123411,17.44683837890625,5303.52,155.33312653239528,27.8380811971347,-9.10336,14.508474224452332
FRO674,459a65,S,160,58.710425425384,17.143157958984375,5326.38,165.99570215859137,39.214445135302526,-10.07872,24.589576619893744
RYR24NN,4d2262,S,160,59.29568015922934,17.79340020541487,1744.98,132.6148427263912,9.827724011163117,-7.477760000000001,29.930310716937495
FHEXG,3992e6,S,160,59.31129455566406,18.17724609375,2042.16,100.83233634860254,180.29232286922854,0.0,31.704169285008597
NJE638Y,490d0d,S,160,59.352799755031775,17.945977572737068,-106.68,55.79998370774887,304.86219614691487,-0.65024,33.145740369612135
4aab4a,4aab4a,W,45,59.73321533203125,16.48828125,190.5,64.20665077740368,213.5627437810924,1.95072,9.338525747120537
DAL205,a16273,W,45,59.7156744488215,16.264311691810345,6972.3,234.6428655530291,271.2562850289563,7.80288,15.335693340747476
KLM59U,484131,W,45,59.470483812235166,16.779153758081897,3764.28,190.91140910569624,76.600350108037,-16.256,22.6965328058221
RYR3VG,4ca4ee,W,45,59.64312744140625,17.6689453125,2628.9,181.32381372236674,202.3447672913202,13.004800000000001,31.742641085696366
4ab5eb,4ab5eb,W,45,59.71935207560911,17.731270625673492,-68.58,30.61266012241628,294.8423891054552,-6.502400000000001,32.07282472973977
