callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
SAS016,4ac9e7,N,9,62.61662292480469,19.513651529947918,11871.960000000001,214.08907078491256,18.347873237204883,0.0,142.80063248770537
NSZ45F,4aca50,N,9,62.9833156779661,20.0006103515625,11887.2,218.48431229097508,22.27740195083687,-0.32512,167.24099483004005
SAS31A,4acaa3,E,66,59.88212585449219,18.3017578125,2865.1200000000003,195.92483403854428,188.15137817178672,-7.80288,24.555770029152313
THY8MQ,4bb261,E,66,59.676727294921875,18.081390380859375,662.94,114.835147949522,77.5825542099237,4.55168,30.49683128474049
POL5460,4aaa18,E,66,59.47654724121094,18.197479248046875,-15.24,4.658488552003965,6.340191745909909,-2.60096,31.540561393390515
EWG7Y,4d2411,E,66,59.6599514201536,17.948155896417024,-38.1,46.66435291023554,75.96375653207353,0.32512,34.64919907180515
NSZ2RT,4ab824,E,66,59.659811763440146,17.94701937971444,-38.1,47.78794342524633,75.66456458047989,0.32512,34.68460559237763
NSZ5352,4aca05,S,160,58.783172607421875,17.805382513230846,4922.52,165.91038335139314,51.67314168051262,-10.72896,2.6592138851514022
SAS096,4ab561,S,160,58.97712707519531,17.95770263671875,3741.42,129.15003659037964,352.6768271009464,-6.827520000000001,10.11992212085236
SAS410,4ac9f0,S,160,58.65661103846663,17.5927734375,6172.200000000001,171.39943143791837,43.418989220039336,-11.05408,12.74186749728664
4aa52e,4aa52e,S,160,59.14215087890625,17.484832763671875,1295.4,59.817251240078896,220.81508387488157,0.0,22.82531976554988
SEMNX,4ab5d8,S,160,59.25091552734375,17.592864990234375,175.26000000000002,69.0199052770141,169.69515353123398,-4.22656,27.426915291749992
NOZ8WQ,47a31a,W,45,59.68794250488281,16.899078369140625,2804.1600000000003,171.55608290281137,122.26035320751791,-1.95072,12.835472071853872
SCQZ3C,4ab349,W,45,59.55730373576536,16.64750724003233,251.46,41.97686511386347,199.32318431816176,-2.60096,18.24626663909313
SCQ3Q,478dd3,W,45,59.569221108646715,16.334681017645472,693.4200000000001,63.06504349206308,151.76255446183274,-2.60096,19.966043092945466
SEICL,4aa46c,W,45,60.077338784427965,17.48081752232143,1432.5600000000002,72.33931459383706,168.92979742206063,-0.97536,28.12765587117006
PHOEN,486423,W,45,59.531281034825206,17.605306691136853,243.84,35.537618747420204,337.8905516562483,1.30048,35.06310692926836
