callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS035,4cad41,N,9,60.26573181152344,18.39026089372306,3939.5400000000004,162.60092958933396,184.7184794986765,-10.40384,10.68152849432787,1778251495.8126814
SAS051,4ab5d5,N,9,60.26573569087659,18.389543805803573,3261.36,139.50920757889273,182.1132765823913,-4.22656,10.696684130828265,1778250684.8530087
SAS46C,47ba1d,N,9,60.265777587890625,18.38239998653017,3596.6400000000003,188.22816319648803,197.989268947983,-13.980160000000001,10.848953579640511,1778250584.6596103
RYR82,4d23f8,E,66,59.65902037539724,19.12871262122845,3566.1600000000003,188.28931514841346,269.68691142497937,-10.07872,2.5841796937799177,1778248716.9044447
FIN5LQ,461f9b,E,66,59.666235972259,19.128333782327587,4739.64,171.00910946358385,254.29136217098426,-9.42848,3.0169523302593584,1778250812.714714
NSZ2614,4aca84,E,66,59.67915344238281,19.128570556640625,4846.320000000001,173.56291513858943,276.8090501796134,-5.20192,3.7925023364309496,1778248208.7495852
NSZ3206,4aca94,S,160,58.804229736328125,17.860845750378026,5265.42,172.17280951675914,42.941629642806696,-8.45312,7.92274482389315,1778250214.0
VKG4125,45d961,S,160,58.80418395996094,17.970974829889112,5143.5,193.46446204809502,1.0665535374729225,-14.955520000000002,7.95655528335571,1778248827.0
SAS2132,4ab563,S,160,58.80436706542969,17.853491998487904,4572.0,134.14762324901844,55.151983970763084,0.0,7.981087074565802,1778249068.0
SAS082,4ab566,S,160,58.80422818458686,18.160491943359375,4579.62,139.98927774034172,1.6846843178962914,-0.32512,10.930285259571766,1778250071.0
NSZ6LA,4aca85,W,45,59.737740209547134,16.69874520137392,4320.54,161.01439750156413,59.25600702396244,-8.128,1.0361791408747978,1778249526.702559
KLM29K,486897,W,45,59.62010270458156,16.698650491648706,4587.24,196.22717694265503,34.856656710148414,-11.05408,6.028106972737669,1778249744.9675813
SAS486,4acb42,W,45,59.84417724609375,16.697845458984375,4251.96,172.22199077109443,97.37975692829474,-8.77824,7.426008804584477,1778247990.6702533
NOZ816,47880f,W,45,59.852351819054554,16.698555781923492,4511.04,177.98275505526556,100.66034829453534,-9.7536,7.916618899168815,1778248089.4734309
BEL4BP,44ce6e,W,45,59.58110046386719,16.6981201171875,4076.7000000000003,184.60728143575756,69.44395478041653,-9.7536,8.36987312540728,1778250191.8047714
