callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
FPO7RB,336.69,93.13,243.56,72.3,668,71.5
BCS9CG,423.47,141.69,281.78,66.5,522,50.3
UPS282,411.45,77.58,333.87,81.1,521,50.4
