callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SWE33A,4acac1,N,9,60.26536560058594,18.381737018453663,5013.96,149.66784284775463,195.75603376858288,-6.1772800000000005,7.717858709236478,1775903486.6565292
ABF2,4631cd,E,66,59.742628194518005,19.12871262122845,5082.54,179.07381094719253,268.68308759420677,-6.502400000000001,0.09032795845765762,1775906638.8359263
NSZ4336,4aca86,S,160,58.80546569824219,17.901069887222782,5791.200000000001,169.1989032220024,11.754076907132141,-7.80288,0.4628193093985303,1775906766.0
SAS1916,4a91fa,S,160,58.80446094577595,17.879791259765625,5745.4800000000005,185.08691369359997,12.684267688106532,-6.1772800000000005,1.059591491918221,1775906183.0
SAS080,4ab562,S,160,58.804595947265625,17.964684271043346,4572.0,144.5377087086189,9.629951277764341,-0.32512,1.6156550683956818,1775905496.0
SAS88K,4cadda,S,160,58.80478681144068,17.689178466796875,6035.04,179.98336342980335,19.88516511385544,-9.10336,6.970771907978334,1775906435.0
SAS42E,4ac9ee,S,160,58.80500793457031,17.48350081905242,6393.18,186.3537442479381,26.56505117707799,-10.07872,13.365738947868817,1775904061.0
NJE485G,491183,S,160,58.804962158203125,17.417760049143144,3954.78,152.59834708285135,18.068456297841077,-8.128,15.409937238435482,1775906657.0
ICE306,4cc578,W,45,59.882703878111755,16.699881718076508,3787.1400000000003,169.48958560798692,120.45672747115877,-8.128,2.1797379037063846,1775904447.289921
SAS486,4caf94,W,45,59.759061134467686,16.698461072198274,3177.54,144.97557672964683,107.34189597862854,-8.77824,5.244159464264641,1775906379.746787
SAS80A,4ab56b,W,45,59.5704345703125,16.953094482421875,2758.44,134.38415626238546,82.52131049185175,-6.827520000000001,18.25223212804098,1775903400.0
KLM91Y,484b90,W,45,59.48863220214844,16.69921875,3368.04,183.71125858413905,44.432733590142064,-6.502400000000001,21.480567155691748,1775905479.5368242
RYR3EQ,4ca766,W,45,59.663210076800844,17.483794113685345,1082.04,111.28292984622956,209.6463221404058,-1.95072,26.122900757400654,1775903400.0
