callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS46C,4ac9f0,N,9,60.26573181152344,18.391397410425647,4511.04,191.05483302171046,184.94301071861352,-7.477760000000001,7.430310530828649,1776869373.668238
SAS035,4cac7a,N,9,60.265777587890625,18.390829152074353,4732.02,178.10910151930972,184.80487155613042,-7.152640000000001,7.447252489558196,1776868580.5896516
NSZ44L,4aca4a,N,9,60.265411376953125,18.39073444234914,4846.320000000001,198.54406175249377,188.19308779545284,-9.10336,7.449938199761041,1776869772.5908267
NSZ12U,4aca50,N,9,60.26531672073622,18.390720912388392,4541.52,177.8310208054796,185.6446222057861,-6.827520000000001,7.450316885475516,1776868890.4021606
SAS1017,4ac9e2,N,9,59.954301219875525,18.3648786873653,3436.6200000000003,169.42789638033454,182.61046179979058,-5.8521600000000005,20.378926887721306,1776868080.0
FIN5LQ,461f9b,E,66,59.66660839016154,19.127765523976294,5090.16,165.02189622239868,253.14678121412203,-4.8768,4.520824133011156,1776868212.6280558
CCA911,781696,E,66,59.660416942531775,19.126250168372845,4305.3,139.49118466532926,268.0978872253431,-4.22656,4.89228213516378,1776868397.0587246
RYR82,4d2220,E,66,59.5400390625,19.127655029296875,4930.14,212.60981564607485,255.9973808119653,-13.329920000000001,12.119914829776736,1776871198.471356
THY8WZ,4baacd,S,160,58.80422818458686,17.89215087890625,4122.42,176.17810589769437,6.875996057355375,-9.10336,0.6827230071563648,1776870501.0
BLX248,406d6f,S,160,58.804962158203125,17.88272980720766,4625.34,148.53807722537022,12.399666426309762,-7.80288,0.9770237806517782,1776868986.0
SAS196,4ab56b,S,160,58.80500793457031,17.876705046622984,3901.44,132.2271201049191,20.973493421320807,-2.60096,1.1602182917760746,1776868698.0
DLH2PM,3c66b0,S,160,58.8050537109375,17.87626204952117,4564.38,146.63910159742525,21.61477894278625,-8.128,1.1742651776751736,1776870702.0
EWG6RY,4d2085,S,160,58.80399542339777,17.8740234375,5135.88,150.23614570356816,26.214086013836372,-5.20192,1.2316062808521575,1776868442.0
NSZ4110,4acb04,W,45,59.852491475768005,16.697798104121766,4213.860000000001,159.621950926053,100.58562492210106,-8.77824,0.37343626409924047,1776870040.852144
SEXJR,4ae152,W,45,59.51657052767479,16.6058349609375,434.34000000000003,36.62682319134959,10.520784313874362,-1.6256000000000002,20.00901076630155,
