callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
RYR305X,274.51,66.53,207.98,75.8,425,34.5
AFR11ZB,314.93,66.12,248.81,79.0,422,34.1
SCQZ2H,0.0,0.17,-0.17,0.0,1,0.0
NSZ4EM,283.18,62.34,220.84,78.0,395,30.8
FIN7PA,262.95,45.56,217.39,82.7,341,27.6
