callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS2023,318.66,92.36,226.3,71.0,867,77.1
NSZ8GH,438.76,123.15,315.61,71.9,882,77.1
SAS51N,288.52,72.74,215.78,74.8,661,58.8
FIN3EJ,293.59,99.66,193.93,66.1,651,56.5
