callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS30P,47ba78,N,9,60.2647705078125,18.39007147427263,3832.86,163.62635248193808,184.68884306544726,-5.20192,10.644442849429689,1778157347.1394436
RYR82,4d23f8,E,66,59.80210876464844,19.127655029296875,4282.4400000000005,178.16110049069437,276.63251461513846,-17.881600000000002,11.174154541817517,1778156808.459056
UAE4T,89630e,S,160,58.79947985632945,18.045501708984375,6316.9800000000005,197.4265566261608,6.884279196179995,-9.42848,8.53007382010035,1778156668.903308
SAS987P,4cad89,S,160,58.80033874511719,17.686127693422378,5105.400000000001,169.39274690362117,19.70064388788782,-8.77824,10.324706409180068,1778157551.4502244
SAS94Y,4cafcc,S,160,58.800643662274894,18.248931884765625,5905.5,190.42837996696778,358.29711354483567,-10.07872,12.893602101970956,1778155042.1913645
BAW772,4075ff,W,45,59.73866271972656,16.697845458984375,3345.1800000000003,204.0761156627268,59.55642432007431,-13.329920000000001,1.093025388078647,1778154675.8227448
NSZ2047,4aca87,W,45,59.65562206203654,16.698555781923492,4655.820000000001,206.1476669189888,63.94650468950905,-5.52704,3.8956596274139716,1778157743.6577308
SAS76H,4cad95,W,45,59.79949951171875,16.69921875,3893.82,191.14346642635493,80.08134937393916,-8.77824,4.743279478499305,1778154502.308553
NSZ5700,4aca8c,W,45,59.62138366699219,16.699951171875,4305.3,179.58811945576645,35.55675730492651,-4.8768,5.950999342497146,1778156796.1905067
SAS496,4ac9fa,W,45,59.85255432128906,16.6988525390625,3962.4,175.86537323753828,100.61965527615514,-8.77824,7.928722431194908,1778156541.427301
