callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS30P,502.67,99.85,402.82,80.1,949,89.7
BAW772,550.72,96.86,453.87,82.4,648,62.8
NSZ2047,427.52,93.32,334.2,78.2,641,62.8
SAS76H,380.65,72.13,308.52,81.1,655,62.8
NSZ5700,372.16,98.83,273.34,73.4,671,62.8
SAS496,331.22,74.54,256.68,77.5,674,62.8
RYR82,445.55,104.86,340.69,76.5,727,69.1
UAE4T,255.97,201.01,54.96,21.5,574,50.3
SAS987P,177.41,65.06,112.35,63.3,571,50.2
SAS94Y,185.48,62.68,122.8,66.2,552,50.2
