callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
NSZ38K,4aca82,N,9,60.2666015625,18.39215508822737,4320.54,224.35480269711914,186.84799113226984,-5.8521600000000005,7.408313078834477,1777280950.9937456
SAS81C,4caf14,N,9,60.26554948192531,18.391799926757812,4503.42,209.36037934027615,183.94518622903755,-8.45312,7.418252873374118,1777279411.4607542
SAS005,47ba0d,N,9,60.265960693359375,18.391397410425647,4686.3,193.41589319104608,184.11818970398878,-8.128,7.430422937127266,1777280845.733792
SAS2023,4ac9ed,N,9,60.26600646972656,18.391302700700432,4366.26,202.61845694487462,183.78504471710903,-5.8521600000000005,7.433268655253317,1777278732.8206263
NSZ8GH,4acb04,N,9,60.26587534759004,18.390720912388392,4518.66,178.71061895210667,185.11976674056996,-7.152640000000001,7.450522519991794,1777279009.9902189
SAS705,4ab561,E,66,59.66665494239936,19.127481394800647,4130.04,145.28831233064605,254.3890114663203,-5.20192,4.517941397335761,1777280547.5029504
TKJ7FK,4bbd01,S,160,58.80413818359375,17.883350003150202,4404.360000000001,152.44999158030842,10.892829601077658,-5.20192,0.947270967256772,1777280553.0
NSZ3806,4ab823,S,160,58.80528259277344,17.883704400831654,5562.6,141.23994203618278,9.222161664476513,-4.8768,0.9526624608940969,1777279792.0
DLH9WF,3c6664,S,160,58.80446094577595,17.87713623046875,4792.9800000000005,153.75336125617937,19.34432927212115,-8.128,1.1406748031726623,1777279332.0
SAS1136,4ab563,S,160,58.804779052734375,17.875819052419356,4495.8,130.78821824452012,22.42916865531898,-2.9260800000000002,1.1844819090858862,1777280201.0
SAS192,4ab56f,S,160,58.80464715472722,17.8751220703125,3962.4,129.4355825684164,23.916245417619354,-0.32512,1.2043009036826098,1777280067.0
SAS404,4cad41,S,160,58.80478681144068,17.8634033203125,4457.7,167.38967456771817,43.50566640873347,-6.1772800000000005,1.5652765341769532,1777279692.0
SAS2182,4cafd7,S,160,58.80497302039195,17.8590087890625,4594.860000000001,176.592223070503,47.47929956142266,-11.05408,1.7021390873327744,1777278752.0
NSZ3DA,47947c,S,160,58.8043212890625,17.857177734375,4686.3,192.44125429046625,45.54153188472704,-10.72896,1.7536777517651687,1777280782.0
NSZ3LZ,4aca05,S,160,58.80483336367849,17.742828369140625,4808.22,153.86090366371567,358.65887222028283,-8.128,5.303546552292121,1777278345.0
SAS106,4a91f8,S,160,58.80515922934322,17.7381591796875,4648.2,141.49828745262542,20.8729973625078,-5.52704,5.449460874611056,1777279057.0
KLM59U,484ee5,W,45,59.69733286712129,16.699976427801722,3893.82,192.85338454476107,48.78531911298425,-15.93088,8.950064148402262,1777280593.117809
SAS2472,4aca78,W,45,60.01588983050847,16.698335920061385,4960.62,194.06270579037576,142.43140797117252,-8.77824,10.176418431213564,1777280696.9290576
SAS80A,4cad88,W,45,59.6217041015625,16.699676513671875,4869.18,164.34050262588588,35.82957516221098,-11.704320000000001,13.490857655537152,1777279802.4005961
RYR6TR,4d22bb,W,45,59.50297727423199,17.01384445716595,2727.96,141.62915208425434,76.77139684410709,-8.45312,22.70457443273314,1777277700.0
