callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS025,4cad40,N,9,60.265411376953125,18.39149212015086,4518.66,178.80833166631535,183.29870086116418,-5.8521600000000005,10.642105562075608,1779169861.5276303
NSZ3LW,4aca84,N,9,60.26559603416313,18.391799926757812,4518.66,198.32800358330138,186.55355229897225,-5.8521600000000005,10.643604515792653,1779168773.572087
ANA221,86cf16,N,9,59.95500183105469,18.3129777579472,3429.0,168.65134646293953,187.5368971882719,-1.95072,14.77432884348436,1779168720.0
NSZ6RD,4aca87,E,66,59.58244194418697,19.127954943426722,4640.58,188.29282902491067,255.28034028250676,-2.27584,2.0156290963149885,1779170906.4776967
BTI1M1,502d3e,E,66,59.35441589355469,19.080413818359375,5257.8,175.8713925714234,291.9881414037481,-9.7536,15.767264996129173,1779168720.0
NSZ2030,4acb03,E,66,59.28325071173199,19.126913136449353,4373.88,167.8018230660668,298.37213751418267,-7.477760000000001,19.978434795937602,1779169203.2070475
SAS44D,4ac9ea,E,66,59.55615234375,17.925384521484375,464.82000000000005,71.64267645379802,10.3416452944789,-3.5763200000000004,36.671801261570366,1779170401.0
QTR4F,06a0c2,E,66,59.407452082229874,17.87513469827586,1363.98,110.2219530787224,351.68080335050024,-7.477760000000001,40.11090532190668,1779170401.0
RYR85ZR,4cade3,S,160,58.80409240722656,17.88148941532258,4640.58,187.7953142477338,14.759540465591732,-8.128,7.807527797210508,1779171567.0
RYR5W,4caa59,S,160,58.80441439353813,17.884918212890625,4579.62,187.153709056274,11.093723011557849,-7.477760000000001,7.813937638118339,1779171150.0
NSZ3194,4aca06,S,160,58.80441439353813,17.862396240234375,4671.06,190.44297204689838,40.6180821568338,-10.72896,7.923802408056777,1779169363.0
RYR3CR,48c221,S,160,58.80427473682468,17.731475830078125,4198.62,186.33954208015862,6.340191745909909,-8.128,9.602506786126742,1779172044.0
SAS65A,4ab564,S,160,58.804046630859375,18.177588678175404,4587.24,143.1486072888668,357.5283352383666,0.0,11.304627437902601,1779169113.0
NOZ804,47945c,W,45,59.685150146484375,16.698394775390625,3817.6200000000003,151.1765274163566,113.24979316267464,-7.80288,2.1232057605871058,1779171425.8670888
JON31,4ab556,W,45,59.96938414492849,16.698826381138392,4693.92,143.0163572559998,133.3967199353195,-8.128,14.943183935715195,1779169788.702679
