callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
FIN3EJ,461e16,E,66,59.80919789459745,19.127197265625,4053.84,172.58733660563763,273.07562164107924,-14.955520000000002,4.040732449791372,1778485276.3424306
CTN486,501c42,S,160,58.80483336367849,17.8916015625,5242.56,187.46737471052623,354.96215544147304,-7.152640000000001,0.7100474405377433,1778486307.0
LOT4AY,48ad81,S,160,58.91544148073358,17.955827384159484,4899.66,198.1991903311281,12.59332995610312,-8.77824,6.997440653220226,1778484199.0
SAS1142,4ab565,S,160,58.80500793457031,17.687811082409276,5181.6,159.15038336142962,19.84069808396835,0.0,7.013695622820878,1778483535.0
RYR63XT,4cae55,S,160,58.805485095007946,17.594879150390625,6126.4800000000005,212.24166415960502,23.271532268657314,-5.20192,9.903326519702107,1778483888.0
NSZ96Y,4aca4f,S,160,58.80497302039195,17.315826416015625,6537.96,221.64119883321405,36.12514765796429,-8.77824,18.579729373435455,1778484744.0
SAS51N,4cacb4,W,45,59.72621154785156,16.6988525390625,4290.06,178.63878084340723,56.0353541630349,-8.45312,7.2163021328429835,1778484926.5908427
VLG1265,3443d2,W,45,59.677129195908364,16.699787008351294,4053.84,181.1617303382681,44.53980283202131,-8.128,10.163108296329069,1778484490.2091298
NSZ41G,4aca82,W,45,59.83616638183594,17.29010009765625,2865.1200000000003,152.93616334203435,87.49370371801191,-5.52704,17.801366944051974,1778483340.0
BAW770,407fca,W,45,59.533701751191735,16.698555781923492,3627.1200000000003,200.4305778429051,64.61884922445756,-5.8521600000000005,18.774620197566605,1778486448.5416605
RYR6TR,4d22b9,W,45,59.53314312433792,16.699787008351294,3794.76,187.98124466950682,64.20632641829546,-12.029440000000001,18.80809244390379,1778486717.1880715
