callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
NOZ8WQ,397.59,114.6,282.99,71.2,792,71.5
BTI1X9,293.57,91.34,202.23,68.9,600,52.6
ASL82Y,290.47,82.42,208.05,71.6,551,50.3
RYR43ZZ,206.01,85.24,120.77,58.6,558,50.3
NSZ5354,212.96,83.96,129.0,60.6,551,50.3
