callsign,actype,bada_model,cdo_fuel_kg,orig_fuel_kg,fuel_saving_kg,fuel_saving_pct,duration_s,distance_nm
SAS62F,A20N,A320-271N,33.23,573.73,540.5,94.2,285,21.4
SAS1488,A320,A320-232,48.54,660.73,612.19,92.7,314,23.6
TVF73RQ,A20N,A320-271N,33.23,591.43,558.2,94.4,285,21.4
RYR4636,B38M,B738W26,48.84,219.44,170.6,77.7,305,23.0
SAS2934,A20N,A320-271N,33.23,395.78,362.55,91.6,285,21.4
AUA96J,A320,A320-232,48.54,416.79,368.25,88.4,314,23.7
SAS2690,A20N,A320-271N,33.23,474.29,441.06,93.0,285,21.4
NSZ4508,B38M,B738W26,48.84,501.65,452.81,90.3,305,23.0
RYR6099,B738,B738W26,48.84,424.81,375.97,88.5,305,23.0
