callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
NSZ38K,4aca86,N,9,60.10441589355469,18.364594558189655,3025.1400000000003,143.22715958301615,185.7720253293052,-8.128,12.670166062363863,1776072360.0
SAS57J,4ac9e5,N,9,60.264851198358045,18.153435843331472,3634.7400000000002,149.92490486166318,191.07859141821808,-8.128,14.516495356281792,1776074217.205043
SAS2498,4ca6d9,N,9,59.97697448730469,17.963309452451508,1356.3600000000001,112.49868167188741,101.87516397970012,-2.9260800000000002,26.626440158361145,1776072360.0
RYR8QX,4cad3b,S,160,58.80501957262977,17.905517578125,5791.200000000001,198.45339931484057,11.51383118448701,-12.029440000000001,0.33959895694674563,1776075404.0
THY6QL,4bb321,S,160,58.805252333818856,17.952392578125,5219.7,186.49428735431778,10.007979801441339,-9.7536,1.2453327518341206,1776075250.0
RYR736K,48c129,S,160,58.80583190917969,18.26104933215726,5257.8,196.15500793904422,357.74542503406497,-10.40384,10.821823191508019,1776072381.0
SWR5ZM,502daa,S,160,58.804412841796875,17.480577038180446,6012.18,212.58242870325844,26.751075781585516,-15.280640000000002,13.456176954628813,1776073861.0
PGT56HA,4bc886,S,160,59.25261933924788,18.225371262122845,3360.42,152.93616334203435,357.4937037180119,-0.97536,28.779910673816122,1776072360.0
FIN5P,461f9a,W,45,59.88298319153866,16.69836636247306,4091.94,191.25765982383692,93.7013081925194,-14.955520000000002,2.1972447392523886,1776073391.5833275
NOZ812,4787b3,W,45,59.905975341796875,16.69976806640625,3657.6000000000004,170.00175412891915,95.38279791512733,-5.52704,3.576966668691483,1776075064.369504
BEL2JZ,44ce6e,W,45,59.67329406738281,16.69921875,4251.96,177.91211059760585,43.94559549647816,-8.45312,10.393410753917381,1776073056.496368
SAS144,4cad94,W,45,59.621638928429554,16.698650491648706,4815.84,208.78125222788776,36.07927172191819,-15.60576,13.494849803958033,1776072649.8916278
FIN7PA,461e18,W,45,59.84471725205243,17.327523067079742,2263.1400000000003,140.8346239054783,83.49802148901027,-7.477760000000001,18.917420372989078,1776072360.0
