callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
CSS122,781df9,N,9,60.32157897949219,19.41985031654095,10058.4,216.61085988362044,89.04742635919953,0.65024,23.427755668158312
KLM23A,486651,E,66,59.64898681640625,17.917510986328125,-91.44,54.38770482244192,10.353320043929445,-0.32512,37.03762557511041
RYR3EQ,4d2279,E,66,59.647613525390625,17.916961669921875,-99.06,53.37588924457409,10.551809506192283,-0.65024,37.06732152699623
SAS86L,4ac9ed,E,66,59.64584609209481,17.91633342874461,-99.06,53.28408210123365,10.007979801441339,-0.65024,37.103431700325444
TVF73RQ,39de4e,E,66,59.64584609209481,17.91633342874461,-99.06,51.859425539433346,10.864059922087723,-0.65024,37.103431700325444
NSZ44PA,4acb23,E,66,58.99402165817002,19.76393074824892,8709.66,159.90025172221885,333.0227560815197,-8.45312,48.95874513973849
NSZ6MJ,4aca4f,S,160,58.81690979003906,17.789523216985888,4495.8,148.16790996946204,22.02305549681125,-13.329920000000001,3.962533349747947
SAS79E,4cad40,S,160,59.11799026747881,17.735816692483837,2377.44,150.71102114841236,9.430169697644713,-11.704320000000001,19.808689882146588
RYR8704,48c239,S,160,58.54032354839777,18.359710693359375,9288.78,277.55004715976963,192.85133784200573,7.477760000000001,20.95853154584575
SAS1558,4cae75,S,160,58.59974670410156,17.209728610131048,6309.360000000001,177.90020982345288,44.17987103363817,-14.955520000000002,25.049433824259392
DFL5980,4aab15,S,160,59.308342367915785,18.053567820581897,-53.34,5.682219703125884,95.19442890773482,-2.60096,30.76778489224613
NSZ60X,4aca50,W,45,59.47434764797404,16.962890625,3002.28,149.36250542103346,87.23614262908745,-3.2512000000000003,23.71529348692393
AFR1462,39bb24,W,45,58.72998046875,14.805140341481856,11277.6,196.46777333569392,46.06091169026423,0.0,88.7070247749626
SAS173,4cac8a,W,45,58.726998022047134,14.45635986328125,9166.86,262.8008360043568,231.35770803381212,-16.581120000000002,96.17778719074077
