callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS864,318.82,44.69,274.13,86.0,381,30.8
SAS80A,52.53,54.66,-2.13,-4.1,473,39.9
