callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
NSZ8GH,4aca50,N,9,60.354976330773304,18.617313929966517,4975.860000000001,218.95984034466508,192.20758091447348,-12.029440000000001,3.816821390470259
SAS2023,4ac9e5,N,9,60.081062963453384,18.488224574497767,3581.4,170.8147760283485,191.81756047473877,-5.8521600000000005,13.665474933544052
FRO933,459a62,N,9,61.32303011619438,18.07952880859375,9448.800000000001,145.91449332181523,25.02909705182668,0.0,64.03030761954642
3d281b,3d281b,E,66,59.731036687301376,18.68073562095905,114.30000000000001,33.58101923331834,275.2738959573518,6.502400000000001,13.998195920332881
QTR91M,06a0be,E,66,59.69087219238281,18.216522216796875,1539.24,134.5956974409564,78.0887845680284,13.980160000000001,28.260584649876137
DLH8UP,3c6544,E,66,59.66106867386122,17.956869191136853,0.0,70.99513590306819,76.16514684334128,0.32512,36.32652825676356
AUA962D,502db2,E,66,59.660044524629235,17.948818864493536,-7.62,52.52873795715957,75.82766229986805,0.0,36.577921773999336
SAS708,4ab563,E,66,59.659997972391416,17.948629445043103,-7.62,52.90525688192371,76.5042667192042,0.32512,36.584094511111275
PTN61E,3ce18f,S,160,58.84361137778072,17.543609619140625,3749.04,155.34931154750157,44.060809054264425,-7.80288,11.840146354489026
SAS2678,4ac9f3,S,160,58.47413635253906,17.622424710181452,7368.54,163.92933832133113,21.73463121878805,-11.3792,23.35342338651301
DFL5980,4aab15,S,160,59.34902902376854,18.031974003232758,38.1,200.0,0.0,0.0,31.334850316310188
HCR16,4ac9c7,S,160,59.35249328613281,17.9468994140625,-38.1,54.66194455876447,305.0361958100928,-0.65024,31.37282090590327
4ae284,4ae284,S,160,59.34539794921875,17.73175048828125,7.62,38.73049317970077,286.99082329198615,22.43328,31.500663155075575
4ca1cc,4ca1cc,W,45,59.9722703836732,16.882749285016743,4320.54,198.70661714871815,160.01689347810003,-11.3792,7.7778540439763635
RYR4618,4d2262,W,45,59.485107421875,17.607696533203125,5402.58,216.0964871496482,203.5747062019126,13.004800000000001,35.891702036547365
BLX587F,406d6f,W,45,60.30061340332031,14.538605788658405,11003.28,225.34878695895824,286.0352292853122,5.20192,69.86403269769005
MMD6810,459744,W,45,60.106201171875,11.325578360721982,12496.800000000001,236.80746376093242,99.50324775786055,0.32512,162.25986271425893
JFA67K,4d02d9,W,45,57.745071669756356,11.592041015625,13106.400000000001,189.50890856733974,57.302154756359975,0.0,204.09562008917513
