callsign,orig_fuel_kg,cdo_fuel_kg,saving_kg,saving_pct,duration_s,distance_nm
SAS38M,302.18,69.01,233.17,77.2,621,58.9
KLM91Y,362.2,93.03,269.17,74.3,626,58.9
FIN8AZ,261.42,76.44,184.98,70.8,601,52.6
FIN811,281.57,84.12,197.45,70.1,600,52.6
RYR3VL,265.33,88.53,176.8,66.6,598,57.3
