callsign,actype,bada_model,cdo_fuel_kg,orig_fuel_kg,fuel_saving_kg,fuel_saving_pct,duration_s,distance_nm
SAS38M,A20N,A320-271N,69.01,302.18,233.17,77.2,621,58.9
KLM91Y,B738,B738W26,93.03,362.2,269.17,74.3,626,58.9
FIN8AZ,E190,EMB-190STD,76.44,261.42,184.98,70.8,601,52.6
FIN811,A320,A320-232,84.12,281.57,197.45,70.1,600,52.6
RYR3VL,B738,B738W26,88.53,265.33,176.8,66.6,598,57.3
