callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
SAS029,4caf16,N,9,60.264618437168956,18.391505650111608,4495.8,159.26342104090477,183.5186114653372,-5.20192,10.607903572105204,1778601916.022003
SAS31A,4ac9f3,N,9,60.26480464612023,18.391015189034597,4511.04,169.53408161613956,183.30520361672734,-5.8521600000000005,10.626122255941166,1778603323.128665
SWE36A,4acac3,N,9,60.26480464612023,18.39052472795759,4488.18,141.74215917725505,183.53741942998752,-4.22656,10.636395125224608,1778603586.1628168
SAS739,4ca6d9,E,66,59.61419677734375,19.127471923828125,4747.26,191.9124361100954,324.05167080136596,-10.40384,0.11600630391701179,1778603625.5550025
NSZ2616,4aca50,E,66,59.66628252449682,19.127007846174568,4724.400000000001,153.90819851722546,254.29136217098426,-8.128,3.019111449394843,1778603312.3427496
TAY1804,440107,E,66,59.71083068847656,19.127197265625,10972.800000000001,205.00060875768636,256.2078636713882,0.0,5.693775118568766,1778601096.3737278
VJT405,4d2119,S,160,58.806229930813025,17.885284423828125,4488.18,183.93009794437054,11.78136269779787,-9.7536,7.920994099706597,1778602783.0
SAS80D,4cafcc,S,160,58.80413818359375,17.849239226310484,4556.76,171.68561740184046,13.869686438505038,-8.45312,7.9996995731412675,1778602580.0
DLH6VX,3c6757,S,160,58.804046630859375,17.825937578755042,4152.900000000001,182.26860545755562,16.900607323221244,-9.42848,8.205528361757052,1778602105.0
LOT4CE,48ad0c,S,160,58.90118408203125,17.883453369140625,3878.5800000000004,187.09713681184323,5.522481814994725,-12.679680000000001,13.605706262813989,1778602052.0
JFA41U,4d02c6,S,160,58.8050537109375,17.54640640751008,4533.900000000001,189.27414811060345,40.92222873271238,-10.07872,13.837458016050858,1778603182.0
NOZ8WQ,478772,W,45,59.65782165527344,16.698577880859375,3832.86,150.3303605635978,109.17900802581072,-7.80288,3.7635982575850866,1778603509.7650685
TAP782,3475c9,W,45,59.448604260460804,16.698082233297413,3261.36,150.29954911829094,95.1056533675075,-5.8521600000000005,16.32488368420081,1778600824.9170938
RYR71ZY,4d2220,W,45,59.267469503111755,16.54076937971444,4945.38,216.87826647933863,56.611486423888486,-13.004800000000001,27.631296664065022,
