callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
NSZ46M,4aca4f,N,9,60.25125794491525,18.296748570033483,3078.48,141.49828745262542,200.8729973625078,-2.60096,8.921036162795597
4acac6,4acac6,N,9,61.16249084472656,17.302191598074778,7010.400000000001,203.4611386584545,148.439951593748,0.0,65.13717118282541
SAS019,4ac9e3,N,9,61.68883760096663,19.299112955729168,11574.78,224.34772488642184,197.8948305706386,0.0,87.09913529038197
SAS97T,4ac9ee,N,9,61.84822082519531,18.805454799107142,11887.2,233.0255289466504,17.07482971163407,0.0,94.3985662225615
SAS59K,4caf12,N,9,62.98374938964844,19.417826334635418,9936.480000000001,222.32791288767362,16.67384717026997,-0.32512,164.07151604849702
WZZ6RJ,4d2528,E,66,59.65374755859375,18.449066162109375,4099.56,151.47034602541223,176.8849352400945,18.20672,19.971735833663903
BTI11X,502ce5,E,66,59.517548124668956,18.588961897225214,4671.06,162.65951337875484,145.95812070554277,10.40384,20.609246657468837
ASL65W,502d7b,E,66,59.65997314453125,17.9483642578125,-83.82000000000001,51.53178126894726,75.54757174890702,0.32512,34.64274890456319
SAS1740,4cacb0,E,66,59.659904867915785,17.947966476966595,-83.82000000000001,49.9090226855629,75.67728002179645,0.0,34.65534616105197
NSZ3210,4ab825,E,66,59.659858315677965,17.947303508890087,-83.82000000000001,46.16543753103839,75.80890345097603,0.32512,34.675630908632165
SAS1128,4ab566,S,160,58.95012289790784,18.01123257341056,4914.900000000001,151.62227831861574,25.956469426956925,-4.8768,9.28107504531853
SAS126,4780c7,S,160,59.071380615234375,17.713623046875,4556.76,161.8087902446109,28.2760805825564,-9.10336,16.029300142196877
RYR9BR,4ca92b,S,160,58.681549072265625,17.245611375378026,9281.16,216.08852647523724,180.81845546168861,7.477760000000001,20.857362584087888
DFL5980,4aab15,S,160,59.398040771484375,18.107940673828125,121.92,71.9081571732941,252.08355086436865,0.97536,35.76281113255124
SAS2184,4ab567,S,160,58.29716491699219,16.741303474672378,6400.8,144.7014929409953,48.60328863654023,0.0,46.949418985709514
ETH715,040123,W,45,59.85924155025159,16.625629293507544,4191.0,176.9717269282137,100.72196905939099,-9.7536,0.7529853450381722
NSZ4114,4aca88,W,45,59.91757150423729,16.151985957704742,6789.42,192.01170045678734,102.06259253350859,-14.305280000000002,15.38632676504583
SAS886,4acaa4,W,45,59.95462708554025,15.566253662109375,7620.0,192.06958096782128,99.71461375010387,-10.40384,33.1120637661623
SAS1498,4caf16,W,45,59.81231689453125,17.755645751953125,1165.8600000000001,123.96712817787322,71.11391263029071,-6.1772800000000005,33.47486263589962
FIN22P,461f64,W,45,58.421568789724574,14.301727294921875,11277.6,236.99570213171407,60.76419543129998,0.32512,112.69085595141496
