callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm,crossing_time
NSZ44L,4aca85,N,9,60.26554948192531,18.390230451311385,3581.4,165.39274591143985,187.14712120101228,-13.980160000000001,7.464989376569029,1778857470.7844636
SAS035,4cae75,N,9,60.26481628417969,18.390166183997845,3672.84,121.72336440543764,184.12012191251713,-8.128,7.466780468891809,1778856066.1915898
SAS46C,4ac9eb,N,9,60.26481628417969,18.389976764547413,3787.1400000000003,134.5888152901775,183.94518622903755,-9.10336,7.472421301450473,1778855920.1440637
SWE72A,4acac3,N,9,60.2655029296875,18.3898820548222,3870.96,127.7168749389376,185.77948582515592,-6.1772800000000005,7.475348600659963,1778855752.788992
FIN5LQ,461f63,E,66,59.74137128409693,19.12947029903017,4404.360000000001,205.3102112731056,278.21131531112513,-13.655040000000001,0.10679344046026758,1778855651.9243004
CCA911,781e4d,E,66,59.61163019729872,19.126913136449353,3474.7200000000003,159.66753931855322,296.8127259146926,-2.27584,7.821497346089315,1778858360.318377
VKG635,45d970,S,160,58.80473327636719,17.962823683215728,5196.84,196.720183751977,9.634750946541498,-8.128,1.559489545717067,1778858005.0
SAS1130,4ab569,S,160,58.80427473682468,17.631591796875,4572.0,160.01275967369432,21.698790289489825,0.0,8.76027576932754,1778856056.0
NYX805,51113f,S,160,58.80413818359375,17.596819477696574,3787.1400000000003,151.6414773087125,340.5815292579389,-5.20192,9.841316149704612,1778857647.0
SAS2112,4cadd9,S,160,58.80464172363281,17.506182270665324,6324.6,226.62703385359356,25.983388119572616,-12.354560000000001,12.660140505120394,1778855700.0
NSZ4110,4aca84,W,45,59.852258714578916,16.699408169450432,4312.92,159.5282466221794,100.40400260775623,-8.77824,0.3527865631543352,1778857596.3621716
NOZ842,47a3b0,W,45,59.855191505561436,16.699881718076508,4137.66,149.117785324242,101.54252570043688,-5.8521600000000005,0.5279966989647357,1778857462.184532
SAS884,4cafd8,W,45,59.87113952636719,16.698211669921875,4884.42,183.97397843228546,93.3664606634298,-11.3792,1.486706189925518,1778858559.6336148
EWG7JF,4d2410,W,45,59.65017545021186,16.69921875,4358.64,205.90617083416222,40.135485562239474,-12.029440000000001,11.781457070280801,1778856016.5189302
SAS41A,4cad89,W,45,59.62205789856991,16.699787008351294,4716.780000000001,178.4520147229406,35.61448173995693,-7.477760000000001,13.469611273583476,1778856188.2981539
