callsign,icao24,entry,node,lat,lon,alt_m,velocity_ms,heading,vertrate,dist_to_entry_nm
SAS1044,4ac9e4,N,9,60.32830810546875,18.06739544046336,7680.96,172.42164536024555,6.510096360115514,10.72896,15.845570202829034
SWE25V,4acac1,N,9,62.063164145259535,19.125773111979168,13495.02,173.91935758230264,17.73821503510082,-4.8768,108.21073063237917
NSZ16Z,4aca50,N,9,62.16632080078125,19.399922688802086,10363.2,244.4367010432129,193.5098039532814,0.0,115.6772933573664
SAS2003,4ac9e2,N,9,62.983154296875,20.107523600260418,10347.960000000001,279.05682729530616,197.2658094950146,0.32512,167.98952085069703
DFL5840,4aab13,E,66,59.79355634269068,18.959371632543103,243.84,60.280018231892406,254.6591092359951,2.27584,4.164567541765985
FIN6HA,461e1a,E,66,59.68876647949219,19.734375,12192.0,232.2929713842824,257.59505998535946,0.0,20.340027878342386
DFL5980,4aab15,E,66,59.478515625,18.647003173828125,198.12,68.85482697924891,186.43473915103672,0.65024,21.183715008871125
NSZ5352,4aca05,E,66,59.654296875,17.953033447265625,30.48,14.349207137253543,345.4655449194599,0.0,34.5651888321474
NSZ6FY,4aca15,E,66,59.641204833984375,17.956146240234375,7.62,49.23634920346715,10.840305454330565,-0.65024,34.62774627308252
WZZ1ZG,4d248f,S,160,58.67179870605469,17.864212528351814,5227.320000000001,155.10294642095747,5.710593137499643,-5.20192,8.645961058702605
RYR89YN,48e9f3,S,160,58.8306884765625,17.397204983618952,8404.86,245.60539307258574,182.4009324620786,10.72896,14.51146566037881
SAS1138,4ab5d2,S,160,59.16677701271186,17.785728717672413,2407.92,107.95482007132844,10.98865109649398,-5.52704,21.208622058880852
SERMT,4ac9b4,S,160,58.49491882324219,17.535065681703628,4838.7,179.48493329964944,25.463345061871614,-8.128,21.821977192832197
POL5450,4aaa16,S,160,59.27970886230469,17.899017333984375,441.96000000000004,32.5891239637209,78.15792388467223,0.0,27.87525081293418
4ab349,4ab349,W,45,59.73614501953125,16.46337890625,396.24,40.68012893277759,279.4623222080256,-0.65024,9.394004343845518
SCQZ2Y,478dd3,W,45,59.609893798828125,16.85394287109375,426.72,68.49836831598358,162.51762481787844,0.0,16.29835149689991
KLM1225,484b8f,W,45,59.4786770060911,16.800084607354524,3771.9,199.27053251345163,78.08086953696508,-5.52704,23.41152776887595
DFL5930,4aaa6b,W,45,59.89581298828125,17.615203857421875,99.06,38.67921033973946,166.14858098619501,-2.9260800000000002,29.146876627609423
SAS39C,4a91f8,W,45,59.45951843261719,17.32379150390625,5090.16,196.54992643153085,219.69036525654644,14.305280000000002,31.60413920102666
