callsign,actype,bada_model,cdo_fuel_kg,orig_fuel_kg,fuel_saving_kg,fuel_saving_pct,duration_s,distance_nm
SAS57J,A20N,A320-271N,97.41,606.66,509.25,83.9,895,77.0
FIN5P,A321,A321-131,99.51,733.6,634.09,86.4,650,58.8
NOZ812,B738,B738W26,102.68,547.5,444.82,81.2,685,58.7
SAS486,E190,EMB-190STD,82.68,397.58,314.9,79.2,659,58.7
ICE306,B39M,B738W26,101.45,497.86,396.41,79.6,677,58.7
BEL2JZ,A319,A319-131,117.71,458.07,340.36,74.3,760,58.7
SWR5ZM,B738,B738W26,103.26,371.71,268.45,72.2,675,52.5
RYR8QX,B38M,B738W26,93.56,665.81,572.25,85.9,625,57.2
THY6QL,B39M,B738W26,95.73,598.45,502.72,84.0,637,57.2
